round,num_examples,loss,accuracy,auc,sensitivity,specificity,f1,f1_macro,precision
1,474,0.7224635928869247,0.5126582384109497,0.631625771522522,0.004310344811528921,1.0,0.008583690971136093,0.3427533805370331,1.0
2,474,1.0955935716629028,0.5443037748336792,0.6977593898773193,0.06896551698446274,1.0,0.12903225421905518,0.4102303981781006,1.0
3,474,1.510754406452179,0.6181434392929077,0.6535338163375854,0.2198275923728943,1.0,0.3604240417480469,0.5441218018531799,1.0
4,474,2.119452938437462,0.6540084481239319,0.6611570119857788,0.3017241358757019,0.9917355179786682,0.46052631735801697,0.602933943271637,0.9722222089767456
5,474,2.155768930912018,0.6455696225166321,0.639836847782135,0.3017241358757019,0.9752066135406494,0.4545454680919647,0.5960227251052856,0.9210526347160339
6,474,1.8697838336229324,0.5611814260482788,0.5754488706588745,0.1034482792019844,1.0,0.1875,0.44346097111701965,1.0
7,474,1.437078595161438,0.5126582384109497,0.39993590116500854,0.004310344811528921,1.0,0.008583690971136093,0.3427533805370331,1.0
8,474,0.9594051390886307,0.5105485320091248,0.3982616066932678,0.0,1.0,0.0,0.33798882365226746,0.0
9,474,0.7440643385052681,0.5105485320091248,0.4638073444366455,0.0,1.0,0.0,0.33798882365226746,0.0
10,474,0.7104469984769821,0.5,0.40488743782043457,0.03017241321504116,0.9504132270812988,0.055776894092559814,0.3578740954399109,0.3684210479259491
11,474,1.2944963872432709,0.5105485320091248,0.39888501167297363,0.0,1.0,0.0,0.33798882365226746,0.0
12,474,4.302646815776825,0.5105485320091248,0.5228163003921509,0.0,1.0,0.0,0.33798882365226746,0.0
13,474,11.683972001075745,0.5105485320091248,0.592619001865387,0.0,1.0,0.0,0.33798882365226746,0.0
14,474,16.75,0.5105485320091248,0.5427650213241577,0.0,1.0,0.0,0.33798882365226746,0.0
15,474,21.821927905082703,0.5105485320091248,0.5587418079376221,0.0,1.0,0.0,0.33798882365226746,0.0
16,474,37.981048345565796,0.5105485320091248,0.5527215600013733,0.0,1.0,0.0,0.33798882365226746,0.0
17,474,56.593050479888916,0.5105485320091248,0.4953423738479614,0.0,1.0,0.0,0.33798882365226746,0.0
18,474,75.0973801612854,0.5105485320091248,0.5073561072349548,0.0,1.0,0.0,0.33798882365226746,0.0
19,474,84.943772315979,0.5105485320091248,0.5088878870010376,0.0,1.0,0.0,0.33798882365226746,0.0
20,474,70.7365608215332,0.5105485320091248,0.48625853657722473,0.0,1.0,0.0,0.33798882365226746,0.0
21,474,70.41985702514648,0.48945146799087524,0.497755765914917,1.0,0.0,0.6572238206863403,0.32861191034317017,0.48945146799087524
22,474,259.76486587524414,0.48945146799087524,0.5,1.0,0.0,0.6572238206863403,0.32861191034317017,0.48945146799087524
23,474,477.65768814086914,0.48945146799087524,0.5,1.0,0.0,0.6572238206863403,0.32861191034317017,0.48945146799087524
24,474,1343.8589401245117,0.48945146799087524,0.5,1.0,0.0,0.6572238206863403,0.32861191034317017,0.48945146799087524
25,474,961.7992858886719,0.48945146799087524,0.5,1.0,0.0,0.6572238206863403,0.32861191034317017,0.48945146799087524
26,474,791.5597229003906,0.5105485320091248,0.5,0.0,1.0,0.0,0.33798882365226746,0.0
27,474,679.9816970825195,0.5105485320091248,0.5,0.0,1.0,0.0,0.33798882365226746,0.0
28,474,1142.5449523925781,0.5105485320091248,0.5,0.0,1.0,0.0,0.33798882365226746,0.0
29,474,1437.673698425293,0.5105485320091248,0.5,0.0,1.0,0.0,0.33798882365226746,0.0
30,474,1224.973045349121,0.5105485320091248,0.5,0.0,1.0,0.0,0.33798882365226746,0.0
