epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.606249988079071,0.5181770920753479,0.25882354378700256,0.49536919593811035,0.24444444477558136,0.2750000059604645,0.7166666388511658,0.7112270355224609,0.2857142984867096,0.6624999642372131,0.375,0.2708333432674408,0.2368421107530594,0.8999999761581421,0.09375,0.6901192665100098,11.453638119157404
2,1.0,0.574999988079071,0.7265871167182922,0.48091602325439453,0.5605638027191162,0.3480663001537323,0.7777777910232544,0.5062761306762695,0.6414670825004578,0.761904776096344,0.625,0.4444444477558136,0.6464646458625793,0.5,0.4000000059604645,0.875,0.6866805553436279,9.810120851965621
3,2.0,0.5874999761581421,0.5161581039428711,0.2584269642829895,0.48635634779930115,0.23000000417232513,0.29487180709838867,0.6818181872367859,0.7236147046089172,0.738095223903656,0.53125,0.0,0.42465752363204956,0.0,0.0,0.96875,0.6989055275917053,8.6869352159556
4,2.0,0.7250000238418579,0.7527765035629272,0.5463917255401611,0.6745411157608032,0.4690265357494354,0.654321014881134,0.7489539980888367,0.6486015081405639,0.2857142984867096,0.628125011920929,0.375,0.2708333432674408,0.2368421107530594,0.8999999761581421,0.09375,0.6908382773399353,11.208452281076461
5,3.0,0.528124988079071,0.5203422904014587,0.29767441749572754,0.4711901545524597,0.24060150980949402,0.39024388790130615,0.575630247592926,0.7015460133552551,0.5714285969734192,0.606249988079071,0.47058823704719543,0.5552940964698792,0.3333333432674408,0.800000011920929,0.5,0.6951238512992859,10.473464010981843
6,3.0,0.590624988079071,0.7370205521583557,0.4609053432941437,0.5654652714729309,0.3393939435482025,0.7179487347602844,0.5495867729187012,0.630611801147461,0.7142857313156128,0.6125000715255737,0.3333333432674408,0.5757575631141663,0.375,0.30000001192092896,0.84375,0.6863462924957275,10.814175785984844
7,4.0,0.6312500238418579,0.6301041841506958,0.4040403962135315,0.5685360431671143,0.33898305892944336,0.5,0.675000011920929,0.6774837017059326,0.7857142686843872,0.6437499523162842,0.1818181872367859,0.529265284538269,1.0,0.10000000149011612,1.0,0.6851762533187866,13.143740131985396
8,4.0,0.706250011920929,0.7556250095367432,0.5436893105506897,0.6635497212409973,0.4444444477558136,0.699999988079071,0.7083333134651184,0.6006468296051025,0.7142857313156128,0.40937501192092896,0.1428571492433548,0.48571428656578064,0.25,0.10000000149011612,0.90625,0.7369336485862732,11.102618535980582
9,5.0,0.675000011920929,0.5960922241210938,0.3333333432674408,0.5592286586761475,0.33766233921051025,0.3291139304637909,0.7883817553520203,0.6894337296485901,0.7142857313156128,0.578125,0.0,0.4166666567325592,0.0,0.0,0.9375,0.6969738602638245,11.295727433869615
10,5.0,0.706250011920929,0.7748437523841858,0.5392156839370728,0.6618096828460693,0.44354838132858276,0.6875,0.7124999761581421,0.5819103479385376,0.738095223903656,0.515625,0.0,0.42465752363204956,0.0,0.0,0.96875,0.7168929576873779,11.740045567043126
