epoch,fit_seconds,train_accuracy,train_auc,train_f1,train_f1_macro,train_loss,train_precision,train_sensitivity,train_specificity,val_accuracy,val_auc,val_f1,val_f1_macro,val_loss,val_precision,val_sensitivity,val_specificity
1,47.38156704303481,0.7102781249171986,0.7948742758618393,0.5512338052212683,0.6549645196263927,0.5672162317137533,0.5320825840093406,0.7338935917257602,0.7375026398951674,0.7428229719257811,0.7204705264294546,0.44542929465976056,0.6274969233422758,0.6658212890287051,0.5713544198129166,0.4866665037054765,0.8971653942856492
2,44.171119308512914,0.7611932603785023,0.8500356665616843,0.604743063503469,0.7031470468029628,0.5124500713351575,0.5812615008122595,0.7772904039590796,0.782670039891875,0.8098086231348047,0.8240228472143839,0.5730654631505172,0.7106012249962564,0.5476813943406041,0.6261760378568366,0.5966542916434804,0.8707271057167693
3,44.17418551447995,0.7856530763366344,0.8723553760693967,0.6274355169340439,0.7257835768881346,0.48226572416623376,0.6110515967960783,0.7807844015919738,0.8146947556002317,0.8145933144115375,0.8459929664169202,0.514085477476485,0.6806346819018633,0.5228776039921068,0.547029305017736,0.49386321984980097,0.8773495082935078
4,40.51193022257258,0.8005079484078824,0.8838922034727368,0.6459284077840058,0.7406679559300783,0.4668457680163442,0.6206082945605516,0.8010503601552557,0.8219640929647837,0.8265550314809718,0.845393154324527,0.572653419200028,0.7146948397729955,0.5090169275544905,0.6193819091472614,0.5674580456109709,0.8790163864074141
5,35.52021424012995,0.8250954790623573,0.903156204758654,0.6738314142185715,0.7641275983631584,0.4357574800592946,0.6452889437797705,0.8077184634397384,0.8452310231989639,0.7966507256886606,0.8308060907861262,0.5801244772364649,0.7053186181914863,0.5153340637354118,0.6002914870968846,0.6516887032957168,0.8354766337495101
6,42.262024252198536,0.8392601058840877,0.918183726146471,0.6891431098058652,0.7781472661795064,0.40843473554248727,0.6583066667203799,0.8219694593395541,0.8571646530898753,0.818181826594914,0.8347482615680786,0.5633764472304349,0.7070911642181816,0.5155126592322614,0.6174401552839712,0.5565015655813035,0.8764443766842619
7,44.4316298336734,0.8586120162566301,0.9330910976957728,0.7209087276794692,0.801587659537819,0.38120365701453873,0.6829348978851889,0.8524971973000751,0.8721904569686468,0.8301435376753648,0.8254426720610075,0.5098370072659123,0.6883853991921438,0.5675173421617615,0.6607634650463122,0.4318030520952775,0.9502241004026678
8,35.85201964657619,0.8641044023851461,0.9361347338728346,0.7237342124113239,0.8052339181784228,0.37127012537564025,0.6898504649926261,0.8410136167157127,0.8785207438122259,0.8169856587665503,0.8022572239905453,0.5582361330042045,0.7024852190006292,0.5649230085741105,0.606802990241199,0.5575463202510154,0.8667481163757269
9,43.442712805637115,0.8795048040511672,0.9443730596766231,0.7465193337397746,0.8234350665400829,0.3528119607572284,0.7146437850568162,0.85320621454596,0.8985327010282672,0.8205741742296082,0.8242595403958736,0.5647206984139516,0.7086970991495123,0.5385588307610967,0.6106560748587385,0.5697658408130185,0.8670668130000813
10,37.04383466935396,0.8922175391469825,0.9574802796123375,0.7721322169101608,0.8411936600014217,0.31670952056090773,0.7295756763897991,0.892795973373771,0.90201390216669,0.8349282313762099,0.8318518522823827,0.6012683700431477,0.7343316836790605,0.5526522783357561,0.6609556068216215,0.5957456579048668,0.9095849096775055
