epoch,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
0,0.6776589800914129,0.8584070801734924,0.8576030731201172,0.9238095283508301,0.46190476417541504,0.8584070801734924,1.0,0.0,0.6627709865570068,3.77
1,0.6604700237512589,0.5309734344482422,0.8234536051750183,0.6293706297874451,0.49540820717811584,0.97826087474823,0.4639175236225128,0.9375,0.6678256690502167,1.33
2,0.5945407102505366,0.8053097128868103,0.8563144207000732,0.875,0.7174999713897705,0.9746835231781006,0.7938144207000732,0.875,0.5640715956687927,1.54
3,0.5737416669726372,0.6017699241638184,0.8530927896499634,0.6979866027832031,0.556785523891449,1.0,0.5360824465751648,1.0,0.6261524707078934,1.52
4,0.5402221952875456,0.7433628439903259,0.8556700944900513,0.826347291469574,0.6674109697341919,0.9857142567634583,0.7113401889801025,0.9375,0.5359843075275421,1.54
5,0.5410322869817416,0.6548672318458557,0.8601804375648499,0.7483870983123779,0.5995456576347351,1.0,0.5979381203651428,1.0,0.6018604785203934,1.51
6,0.5546464348832766,0.47787609696388245,0.8672680258750916,0.5629629492759705,0.4573056697845459,1.0,0.39175257086753845,1.0,0.710853785276413,1.55
7,0.5400893837213516,0.8318583965301514,0.9001288414001465,0.8950276374816895,0.7364027500152588,0.9642857313156128,0.8350515365600586,0.8125,0.48796169459819794,1.51
8,0.5047707135478655,0.8318583965301514,0.9014174938201904,0.8950276374816895,0.7364027500152588,0.9642857313156128,0.8350515365600586,0.8125,0.4664805084466934,1.47
9,0.5246765365203222,0.7964601516723633,0.8956185579299927,0.868571400642395,0.7087955474853516,0.9743589758872986,0.7835051417350769,0.875,0.4687989056110382,1.5
10,0.5233577390511831,0.8407079577445984,0.8981958627700806,0.9032257795333862,0.72661292552948,0.9438202381134033,0.8659793734550476,0.6875,0.4291110783815384,2.12
11,0.5517211879293124,0.6902654767036438,0.8846649527549744,0.7798742055892944,0.628743052482605,1.0,0.6391752362251282,1.0,0.5588116347789764,1.49
12,0.548833337922891,0.8141592741012573,0.8969072103500366,0.8813559412956238,0.7263922691345215,0.9750000238418579,0.8041236996650696,0.875,0.49259793758392334,1.46
13,0.5252325137456259,0.778761088848114,0.8936855792999268,0.8520709872245789,0.7067372798919678,1.0,0.7422680258750916,1.0,0.4936681091785431,1.54
14,0.5503566910823187,0.8672566413879395,0.9007731676101685,0.9214659929275513,0.7464473247528076,0.936170220375061,0.907216489315033,0.625,0.4821767956018448,1.52
15,0.5422670841217041,0.6637167930603027,0.8911082744598389,0.7564102411270142,0.6067765355110168,1.0,0.6082473993301392,1.0,0.570913702249527,1.45
16,0.5047483543554941,0.6991150379180908,0.8975515365600586,0.7875000238418579,0.6361742615699768,1.0,0.6494845151901245,1.0,0.5427988022565842,1.26
17,0.5817384471495947,0.769911527633667,0.9001288414001465,0.8470588326454163,0.6913865804672241,0.9863013625144958,0.7422680258750916,0.9375,0.5116686522960663,1.52
18,0.501800499856472,0.8495575189590454,0.9027062058448792,0.9090909361839294,0.7365967631340027,0.9444444179534912,0.876288652420044,0.6875,0.454670250415802,1.52
19,0.491407277683417,0.8230088353157043,0.9072164297103882,0.8901098966598511,0.7177822589874268,0.9529411792755127,0.8350515365600586,0.75,0.42931918799877167,1.54
20,0.5572723001241684,0.8141592741012573,0.905927836894989,0.8799999952316284,0.7341176271438599,0.9871794581413269,0.7938144207000732,0.9375,0.49454595148563385,2.05
21,0.4975341086586316,0.8318583965301514,0.9136597514152527,0.8972973227500916,0.7169413566589355,0.9431818127632141,0.8556700944900513,0.6875,0.42937643826007843,1.48
22,0.48735374212265015,0.7433628439903259,0.9091495275497437,0.8242424130439758,0.6744163036346436,1.0,0.7010309100151062,1.0,0.5006132125854492,1.51
23,0.49658238142728806,0.8053097128868103,0.9136598110198975,0.8777777552604675,0.6997584104537964,0.9518072009086609,0.8144329786300659,0.75,0.42760998010635376,1.48
