epoch,fit_seconds,train_accuracy,train_auc,train_f1,train_f1_macro,train_loss,train_precision,train_sensitivity,train_specificity,val_accuracy,val_auc,val_f1,val_f1_macro,val_loss,val_precision,val_sensitivity,val_specificity
1,45.94517663211103,0.7102781249171986,0.7948742758618393,0.5512338052212683,0.6549645196263927,0.5672162317137533,0.5320825840093406,0.7338935917257602,0.7375026398951674,0.6650717858777663,0.635374081191834,0.004866829569758981,0.3938113509467914,0.7151905296450597,0.5669856459330144,0.0024439036371587423,1.0
2,47.996766335708266,0.7518819892465434,0.8345126343745554,0.5932584666290878,0.6944742168359467,0.5291324593021416,0.5784818526330049,0.7663918509331087,0.7822956311579427,0.6830143465094589,0.6503709082683308,0.07820549345258891,0.43461613449753755,1.0082190411976364,0.6866028708133971,0.041464179388857915,1.0
3,46.95274117535084,0.7691761303691381,0.8618259092728928,0.6094088494965312,0.7103652565523239,0.49505145654595306,0.596621966079657,0.7675674445463646,0.8011642820455203,0.7093301565168006,0.6333838852398703,0.17829597609465203,0.49088555888125773,1.3475450040442807,0.6716507177033493,0.10357826787746693,0.9982146697751643
4,51.839050991123386,0.782021025670663,0.8715224555185256,0.62815445524841,0.723512055419621,0.48537015636922815,0.5997314117083823,0.7963731972965017,0.7984949431217802,0.7200957064708454,0.6117506129889967,0.2314034013086529,0.5195940545443712,1.8348056105050174,0.6443727926204079,0.14259854864560817,0.9886119623788806
5,44.60481348387324,0.8004036467841247,0.8881390967517041,0.6460032540717916,0.7406553337195523,0.4602278081985843,0.6204213872786459,0.8036240112422343,0.8206152830000957,0.7057416317850779,0.6229428570521506,0.2049018722829636,0.5021983880603142,2.63398606975398,0.6193811507031107,0.12785293725118682,0.9802389505662417
6,50.60119848894547,0.8153331486329273,0.8982377974745073,0.663378082263811,0.7553780396344547,0.4424287725319475,0.6357463323592853,0.8142453330404092,0.836514621423542,0.6818182013536754,0.6812631171285821,0.07989243992813752,0.43536276872933766,4.029839730362573,0.6866028708133971,0.04610544118281614,1.0
7,36.78781093029484,0.8244140791742899,0.9051307327045778,0.6727176684701377,0.764352748623103,0.43411541176328944,0.6518643458481761,0.8096144921042325,0.8515268040014303,0.6638756126307985,0.6131114075628764,0.0,0.391109915583898,4.917957378988061,0.0,0.0,1.0
8,60.21637599770982,0.836261777457153,0.9107236683484836,0.6822534345772792,0.7747655891707376,0.4179205744034977,0.6638728759131891,0.8151636624368408,0.863008170520289,0.6638756126307985,0.5571228043314372,0.0,0.391109915583898,3.5317607773690702,0.0,0.0,1.0
9,51.86282982937942,0.8420308874904654,0.922693342225088,0.6943237725502904,0.7823667937071315,0.3962554863113004,0.6684833722767882,0.8296102805395674,0.8661168386349701,0.6315789438748474,0.569198520274824,0.2512671945875056,0.4913753326714894,0.9805374151568094,0.4065032968359986,0.22772257939052354,0.8326567360088586
10,50.09298596739786,0.8541582972280376,0.9287672719843222,0.7070582522532515,0.7943173626555333,0.3841816211411819,0.6835254655930078,0.8408306100310959,0.876827989761448,0.5861243936433747,0.5955758538257563,0.41476122521612635,0.5135508302296178,0.8836718521762693,0.37356823217569357,0.5424985540540594,0.5500219481413444
11,30.42763002249355,0.8653566009672019,0.935839434208639,0.7289299433904329,0.8090321533756087,0.37075570546247333,0.7001712646660928,0.8548592801859597,0.8853092707270287,0.6638756126307985,0.6069476866836183,0.0,0.391109915583898,1.4700470447148148,0.0,0.0,1.0
12,45.70674484991908,0.8709243939048328,0.9447973048628011,0.7318256273742845,0.8132050071604658,0.35144474445315654,0.7001181665772781,0.8601054035907849,0.8882273295672289,0.6638756126307985,0.5596610886628548,0.0,0.391109915583898,3.030649410052733,0.0,0.0,1.0
13,31.164503737582965,0.8854543083862393,0.9484307882829042,0.7542930449382992,0.8302470099495334,0.33759824138084266,0.7195338748273705,0.8696123403581503,0.9009602523032308,0.6638756126307985,0.49212768274631224,0.0,0.391109915583898,4.009162924577745,0.0,0.0,1.0
14,38.497605330299905,0.8942473151662006,0.9569099162440128,0.7616424462799188,0.8382438461456391,0.32174388157830264,0.7326132762183708,0.8834049152641742,0.9133011364021896,0.6638756126307985,0.5029148496509168,0.0,0.391109915583898,7.404919673666429,0.0,0.0,1.0
15,45.34914117375982,0.8984522238393859,0.9621365430419045,0.7719447449343331,0.8447469332428676,0.3005049015615784,0.7350406605091933,0.8863304062969698,0.9124677854487786,0.6638756126307985,0.5261638057574131,0.0,0.391109915583898,12.847160033061744,0.0,0.0,1.0
16,33.922471968255685,0.9010671716618441,0.960208528100095,0.7698712938015223,0.845041652916611,0.30519172934140426,0.7309816866831664,0.8793365583214655,0.9123027367474632,0.6638756126307985,0.577027947280966,0.0,0.391109915583898,20.004125930475848,0.0,0.0,1.0
17,28.226658546781582,0.9154582891734424,0.9696065023767056,0.8028711536766582,0.8673013947818111,0.2806999923415176,0.7586408211201711,0.9126477605880888,0.9250998380230278,0.6638756126307985,0.5983113935974796,0.0,0.391109915583898,30.62035077382503,0.0,0.0,1.0
18,43.34236784324618,0.9213453072816102,0.9730224891896191,0.8187726022707185,0.876579589419164,0.26674908091294736,0.7727346934044206,0.9109858921971248,0.9247367107033676,0.6638756126307985,0.5818659852851521,0.0,0.391109915583898,47.04553378027592,0.0,0.0,1.0
19,45.564627602709926,0.9179884333907887,0.9724694415737067,0.8011241566918633,0.8677910828122205,0.2634241563193874,0.7551481675268953,0.914652566683916,0.9232097623981184,0.6638756126307985,0.5,0.0,0.391109915583898,108.0478169678501,0.0,0.0,1.0
20,45.57516619784587,0.9271357291785874,0.974245331729125,0.8178685679372828,0.8797811064257683,0.2539977026490986,0.7739172442583752,0.9141938912691588,0.9343651971383138,0.6638756126307985,0.5,0.0,0.391109915583898,117.36236445869555,0.0,0.0,1.0
