round,num_examples,loss,accuracy,auc,sensitivity,specificity,f1,f1_macro,precision
1,220,0.7588103413581848,0.5772727131843567,0.43457943201065063,0.3333333432674408,0.5841121673583984,0.04123711213469505,0.38505005836486816,0.021978022530674934
2,220,0.7561069875955582,0.6363636255264282,0.454828679561615,0.3333333432674408,0.644859790802002,0.0476190485060215,0.41144996881484985,0.025641025975346565
3,220,0.7522502243518829,0.7545454502105713,0.4649532735347748,0.1666666716337204,0.7710280418395996,0.0357142873108387,0.4475446343421936,0.019999999552965164
4,220,0.7474182993173599,0.8727272748947144,0.47352027893066406,0.0,0.8971962332725525,0.0,0.4660194218158722,0.0
5,220,0.7416710555553436,0.9363636374473572,0.4797508120536804,0.0,0.9626168012619019,0.0,0.48356807231903076,0.0
6,220,0.7353385090827942,0.9681817889213562,0.49376946687698364,0.0,0.9953271150588989,0.0,0.49191686511039734,0.0
7,220,0.7277871817350388,0.9727272987365723,0.5093457698822021,0.0,1.0,0.0,0.4930875599384308,0.0
8,220,0.7199381589889526,0.9727272987365723,0.5295950174331665,0.0,1.0,0.0,0.4930875599384308,0.0
9,220,0.7117385566234589,0.9727272987365723,0.5623053312301636,0.0,1.0,0.0,0.4930875599384308,0.0
10,220,0.703640416264534,0.9727272987365723,0.5989096760749817,0.0,1.0,0.0,0.4930875599384308,0.0
