epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.6961805820465088,0.7401850819587708,0.16798731684684753,0.4910733103752136,0.0961887463927269,0.6625000238418579,0.6978155374526978,0.6799473298920525,0.7909091114997864,0.8582555055618286,0.2068965584039688,0.5432388782501221,0.11538461595773697,1.0,0.7850467562675476,0.5987492650747299,32.010606817901134
2,1.0,0.7401620149612427,0.8503602147102356,0.2529118061065674,0.5478219389915466,0.14615385234355927,0.9382715821266174,0.7304189205169678,0.5562201175424788,0.7318181991577148,0.7733645439147949,0.1690140813589096,0.5045612454414368,0.0923076942563057,1.0,0.7242990732192993,0.6384194046258926,10.212797621963546
3,2.0,0.7592592835426331,0.8220646381378174,0.21804511547088623,0.5378870964050293,0.12831857800483704,0.7250000238418579,0.7609223127365112,0.6107615696059333,0.6045454740524292,0.8387850522994995,0.12121212482452393,0.4330400824546814,0.06451612710952759,1.0,0.5934579372406006,0.6742572113871574,27.0264358590357
4,2.0,0.7702546119689941,0.9096708297729492,0.2768670320510864,0.5701500177383423,0.1620469093322754,0.949999988079071,0.7615291476249695,0.5119366027690746,0.6954545378684998,0.8193146586418152,0.15189872682094574,0.4831515848636627,0.08219178020954132,1.0,0.6869158744812012,0.6640957072377205,7.664978394983336
5,3.0,0.7957175970077515,0.8742109537124634,0.25995805859565735,0.570730984210968,0.15696202218532562,0.7560975551605225,0.7976913452148438,0.5724776839768445,0.8500000238418579,0.7975077629089355,0.0,0.45945945382118225,0.0,0.0,0.8738317489624023,0.6515114605426788,24.971138407010585
6,3.0,0.8032407164573669,0.9223529100418091,0.30041152238845825,0.5929666757583618,0.17980295419692993,0.9125000238418579,0.7979369163513184,0.49302486578623456,0.8454545736312866,0.7157320976257324,0.0555555559694767,0.4856985807418823,0.03333333507180214,0.1666666716337204,0.8644859790802002,0.686361774802208,9.196954292012379
7,4.0,0.8119212985038757,0.9012570381164551,0.29805615544319153,0.5947347283363342,0.18062826991081238,0.8518518805503845,0.8099575042724609,0.5174217257234786,0.9318181872367859,0.8621495366096497,0.11764705926179886,0.5410930514335632,0.09090909361839294,0.1666666716337204,0.9532710313796997,0.6530667915940285,31.72904991894029
8,4.0,0.8258101940155029,0.9294564723968506,0.3355408310890198,0.6176538467407227,0.20430107414722443,0.9382715821266174,0.8202793002128601,0.4831926701245485,0.8454545736312866,0.8746106028556824,0.15000000596046448,0.5325000286102295,0.0882352963089943,0.5,0.855140209197998,0.5889375284314156,8.806665460113436
9,5.0,0.8090277910232544,0.9042178988456726,0.29487180709838867,0.5922150611877441,0.1782945692539215,0.8518518805503845,0.806921660900116,0.5171971685356564,0.8181818127632141,0.8286604881286621,0.1666666716337204,0.5323129296302795,0.095238097012043,0.6666666865348816,0.822429895401001,0.6056052148342133,31.536166206002235
10,5.0,0.8483796119689941,0.9344336986541748,0.35467979311943054,0.6343891024589539,0.2215384542942047,0.8888888955116272,0.8463873863220215,0.46664117994131865,0.8909090757369995,0.8200935125350952,0.0,0.4711538553237915,0.0,0.0,0.9158878326416016,0.725892499089241,7.7261014899704605
11,6.0,0.7991898059844971,0.9115458726882935,0.2785862684249878,0.5809738039970398,0.1666666716337204,0.8481012582778931,0.7968465685844421,0.5103891657458411,0.9090909361839294,0.8068535923957825,0.09090909361839294,0.5215311050415039,0.0625,0.1666666716337204,0.9299065470695496,0.6419783011078835,31.428360035875812
12,6.0,0.8611111044883728,0.9634127616882324,0.38461539149284363,0.6531687378883362,0.24271844327449799,0.9259259104728699,0.8579235076904297,0.41334892643822563,0.9318181872367859,0.7733644247055054,0.0,0.48235294222831726,0.0,0.0,0.9579439163208008,0.7837539613246918,9.61332072201185
13,7.0,0.8478009104728699,0.9362927675247192,0.34739455580711365,0.6306248903274536,0.21739129722118378,0.8641975522041321,0.8469945192337036,0.46415925467455826,0.9590908885002136,0.8255451917648315,0.1818181872367859,0.5804195404052734,0.20000000298023224,0.1666666716337204,0.9813084006309509,0.6512357890605927,27.00491542206146
14,7.0,0.8819444179534912,0.9673340320587158,0.4364641010761261,0.6852650046348572,0.28214284777641296,0.9634146094322205,0.8778857588768005,0.4115369093638879,0.9545454382896423,0.8286604881286621,0.0,0.4883720874786377,0.0,0.0,0.9813084006309509,0.7268329858779907,8.218917559832335
15,8.0,0.8599537014961243,0.9464195966720581,0.37628865242004395,0.6487049460411072,0.23778501152992249,0.9012345671653748,0.8579235076904297,0.44943886001904804,0.9590908885002136,0.763239860534668,0.0,0.4895591735839844,0.0,0.0,0.985981285572052,0.8231324553489685,34.02284221793525
16,8.0,0.8825231194496155,0.9485259652137756,0.4115942120552063,0.6731709241867065,0.26893940567970276,0.8765432238578796,0.882817268371582,0.4359386811653773,0.7909091114997864,0.7733644843101501,0.07999999821186066,0.4810256361961365,0.04545454680919647,0.3333333432674408,0.8037382960319519,0.7425668239593506,9.094624848803505
17,9.0,0.8894675970077515,0.9684274196624756,0.4463768005371094,0.6924908757209778,0.2916666567325592,0.9506173133850098,0.8864602446556091,0.40606877814840386,0.9454545378684998,0.8154205083847046,0.0,0.4859813153743744,0.0,0.0,0.9719626307487488,0.716592974960804,28.980717841070145
18,9.0,0.9050925970077515,0.9735664129257202,0.48427674174308777,0.7160070538520813,0.3235294222831726,0.9624999761581421,0.9023058414459229,0.3864195832499751,0.8863636255264282,0.704049825668335,0.0,0.46987950801849365,0.0,0.0,0.9112149477005005,0.7741604000329971,7.479521344881505
19,10.0,0.9016203880310059,0.9610216021537781,0.46202531456947327,0.703942596912384,0.31063830852508545,0.9012345671653748,0.9016393423080444,0.4341113517681758,0.8500000238418579,0.8060747981071472,0.1538461595773697,0.5357759594917297,0.09090909361839294,0.5,0.8598130941390991,0.6526466682553291,27.61018094001338
20,10.0,0.9097222089767456,0.9802109599113464,0.49677419662475586,0.7235937118530273,0.3362445533275604,0.9506173133850098,0.9077109694480896,0.36755016335734614,0.9454545378684998,0.7990654706954956,0.0,0.4859813153743744,0.0,0.0,0.9719626307487488,0.7521519660949707,7.80159345199354
