epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.6554555296897888,0.7102323174476624,0.6266857981681824,0.6533969640731812,0.6662598848342896,0.591549277305603,0.716580331325531,0.6246381538399195,0.649789035320282,0.7696280479431152,0.6914498209953308,0.643285870552063,0.6078431606292725,0.8017241358757019,0.5041322112083435,0.6149261556565762,32.14856553287245
2,1.0,0.7070974707603455,0.7812182903289795,0.6857954263687134,0.7057449221611023,0.7210274934768677,0.6538461446762085,0.7580310702323914,0.5641368738675522,0.7721518874168396,0.8368837237358093,0.7272727489471436,0.7658102512359619,0.8780487775802612,0.6206896305084229,0.9173553586006165,0.4911431409418583,12.389591248938814
3,2.0,0.7052436470985413,0.7715017795562744,0.673893928527832,0.702494204044342,0.7338864207267761,0.6229685544967651,0.7839378118515015,0.570285775903928,0.6962025165557861,0.7988208532333374,0.7251908183097839,0.6927840709686279,0.6506849527359009,0.818965494632721,0.5785123705863953,0.5816741958260536,40.58051085891202
4,2.0,0.7394067645072937,0.8071781396865845,0.7225042581558228,0.7384363412857056,0.75352942943573,0.693932831287384,0.7829015254974365,0.536577531341779,0.7827004194259644,0.8428861498832703,0.7565011978149414,0.7801553606987,0.8376963138580322,0.6896551847457886,0.8719007968902588,0.49216894060373306,12.421777263050899
5,3.0,0.7380826473236084,0.8108643293380737,0.7225806713104248,0.7372622489929199,0.7492728233337402,0.6977248191833496,0.7766839265823364,0.5338022597765518,0.7890295386314392,0.8355122208595276,0.7706422209739685,0.7876648902893066,0.8235294222831726,0.7241379022598267,0.8512396812438965,0.4937153682112694,36.0967428740114
6,3.0,0.7608580589294434,0.83512282371521,0.7428083419799805,0.7596744298934937,0.7831831574440002,0.706392228603363,0.8129533529281616,0.5008883203490305,0.7658227682113647,0.8427436351776123,0.7682672142982483,0.7657967209815979,0.7449392676353455,0.7931034564971924,0.7396694421768188,0.4946044720709324,12.178890984971076
7,4.0,0.7653601765632629,0.8383500576019287,0.7474344372749329,0.7641721963882446,0.7888086438179016,0.7101841568946838,0.8181347250938416,0.5017561831716764,0.7616033554077148,0.8414790630340576,0.765072762966156,0.7615513801574707,0.7389557957649231,0.7931034564971924,0.7314049601554871,0.49113525822758675,35.354886256856844
8,4.0,0.7780720591545105,0.8507289290428162,0.7644744515419006,0.7773298621177673,0.7943925261497498,0.7367280721664429,0.8176165819168091,0.4832250475883484,0.799578070640564,0.8783307075500488,0.7956989407539368,0.7995057702064514,0.7939913868904114,0.7974137663841248,0.8016529083251953,0.45158631540834904,12.21952670509927
9,5.0,0.7817796468734741,0.8567068576812744,0.7655093669891357,0.7807239890098572,0.8063549399375916,0.728602409362793,0.8326424956321716,0.47484137193631315,0.8164557218551636,0.8678398132324219,0.811279833316803,0.8163175582885742,0.8165938854217529,0.806034505367279,0.8264462947845459,0.44275565072894096,39.40237063309178
10,5.0,0.7989936470985413,0.8697255849838257,0.786737859249115,0.7983275651931763,0.8172796368598938,0.7583965063095093,0.8378238081932068,0.45800885760178,0.7679324746131897,0.8622114658355713,0.7808765172958374,0.7671198844909668,0.7259259223937988,0.8448275923728943,0.6942148804664612,0.4815700277686119,12.197466026060283
11,6.0,0.7981991767883301,0.8731420040130615,0.7888026833534241,0.7977988719940186,0.807604968547821,0.7708559036254883,0.8243523240089417,0.45229553620694046,0.8080168962478638,0.875,0.7785888314247131,0.8045644760131836,0.8938547372817993,0.6896551847457886,0.9214876294136047,0.4226500019431114,32.408940917113796
12,6.0,0.8045550584793091,0.8870028257369995,0.7952275276184082,0.8041486740112305,0.8151308298110962,0.7762730121612549,0.8316062092781067,0.43127968048645277,0.8016877770423889,0.8655243515968323,0.7991452813148499,0.8016560077667236,0.7923728823661804,0.806034505367279,0.797520637512207,0.45319895446300507,12.219734922982752
13,7.0,0.8072034120559692,0.88578861951828,0.7963066697120667,0.8066500425338745,0.8234953880310059,0.7708559036254883,0.8419688940048218,0.42962092060153767,0.8080168962478638,0.8605728149414062,0.7858823537826538,0.8059431314468384,0.8652849793434143,0.7198275923728943,0.8925619721412659,0.4508905131369829,34.267671776004136
14,7.0,0.8183262944221497,0.8998119831085205,0.8089136481285095,0.8178843855857849,0.8325688242912292,0.7865655422210693,0.8487046360969543,0.40972586607528944,0.8016877770423889,0.8848318457603455,0.7564767003059387,0.794608473777771,0.948051929473877,0.6293103694915771,0.9669421315193176,0.45958492904901505,12.181535098934546
15,8.0,0.8273305296897888,0.9012411832809448,0.8161308765411377,0.8266875147819519,0.8511765003204346,0.783856987953186,0.8689119219779968,0.40091441596968697,0.8185654282569885,0.8703690767288208,0.8080357313156128,0.818017840385437,0.8379629850387573,0.7801724076271057,0.85537189245224,0.4519084319472313,38.99863109108992
