epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,train_prox_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.5325520634651184,0.5153541564941406,0.39255499839782715,0.5063303709030151,0.3462686538696289,0.453125,0.572265625,0.6980447570482889,0.26838627209266025,0.6700000166893005,0.6576209664344788,0.0,0.401197612285614,0.0,0.0,1.0,0.6919031143188477,24.064954633824527
2,1.0,0.6002604365348816,0.6544003486633301,0.5024310946464539,0.5841861963272095,0.4317548871040344,0.6007751822471619,0.6000000238418579,0.6660952915747961,0.26189131538073224,0.5799999833106995,0.5721392631530762,0.4166666567325592,0.5442708134651184,0.38461539149284363,0.4545454680919647,0.641791045665741,0.6806736886501312,15.446754128905013
3,2.0,0.6432291865348816,0.6692886352539062,0.5036231875419617,0.6125839948654175,0.4695945978164673,0.54296875,0.693359375,0.6452695578336716,0.39735831320285797,0.36000001430511475,0.6209859848022461,0.5076923370361328,0.2967033088207245,0.34020617604255676,1.0,0.04477611929178238,0.6796392798423767,23.71247877087444
4,2.0,0.7057291865348816,0.7380256652832031,0.5905796885490417,0.6804524660110474,0.5506756901741028,0.63671875,0.740234375,0.610359917084376,0.5893125534057617,0.6299999952316284,0.8064224720001221,0.602150559425354,0.6281781196594238,0.46666666865348816,0.8484848737716675,0.5223880410194397,0.6226931810379028,13.47709756786935
5,3.0,0.7005208134651184,0.7258836030960083,0.5724906921386719,0.6710149049758911,0.5559566617012024,0.5900382995605469,0.7573964595794678,0.6118983924388885,0.4481457968552907,0.6899999976158142,0.7308909893035889,0.5753424763679504,0.6656240224838257,0.5249999761581421,0.6363636255264282,0.7164179086685181,0.6325013339519501,24.08654931699857
6,3.0,0.6979166865348816,0.7397804260253906,0.5986159443855286,0.6782224178314209,0.5423197746276855,0.6679536700248718,0.7131630778312683,0.6148543631037077,0.4847564622759819,0.7400000095367432,0.8123021125793457,0.5806451439857483,0.6961196660995483,0.6206896305084229,0.5454545617103577,0.8358209133148193,0.572477787733078,13.369994153035805
7,4.0,0.7005208134651184,0.7301968336105347,0.581818163394928,0.6742762327194214,0.5387205481529236,0.6324110627174377,0.7339805960655212,0.6041503250598907,0.4670773421724637,0.75,0.7878788113594055,0.5098039507865906,0.671009361743927,0.7222222089767456,0.39393940567970276,0.9253731369972229,0.5984552800655365,31.098557976074517
8,4.0,0.7330729365348816,0.7730942964553833,0.6252285242080688,0.7089742422103882,0.5796610116958618,0.6785714030265808,0.7596899271011353,0.576885943611463,0.5893547286589941,0.7900000214576721,0.8588874340057373,0.6557376980781555,0.7523292899131775,0.7142857313156128,0.6060606241226196,0.8805969953536987,0.5548075437545776,12.519041988998652
9,5.0,0.7278645634651184,0.7642792463302612,0.6206896305084229,0.7042534351348877,0.5876288414001465,0.6576923131942749,0.7637795209884644,0.5863244086503983,0.46394077440102893,0.7099999785423279,0.7548620700836182,0.6133333444595337,0.690666675567627,0.5476190447807312,0.6969696879386902,0.7164179086685181,0.6029772162437439,29.745835792040452
10,5.0,0.7395833134651184,0.7865217924118042,0.6323529481887817,0.7153700590133667,0.5890411138534546,0.682539701461792,0.7674418687820435,0.5678296412030855,0.5464305927356085,0.75,0.81184983253479,0.6376811861991882,0.7234207391738892,0.6111111044883728,0.6666666865348816,0.7910447716712952,0.5606922507286072,14.723700971109793
11,6.0,0.7578125,0.7886886596679688,0.6409266591072083,0.7291077375411987,0.6335877776145935,0.6484375,0.8125,0.566524364054203,0.47489234060049057,0.7400000095367432,0.7675260305404663,0.6176470518112183,0.7103387117385864,0.6000000238418579,0.6363636255264282,0.7910447716712952,0.5830627679824829,31.81434351298958
12,6.0,0.73828125,0.7873306274414062,0.6200377941131592,0.7102174758911133,0.6007326245307922,0.640625,0.787109375,0.5630342389146487,0.4883400375644366,0.75,0.7553143501281738,0.5762711763381958,0.6994830965995789,0.6538461446762085,0.5151515007019043,0.8656716346740723,0.6221837401390076,14.861078035086393
13,7.0,0.7434895634651184,0.7713642120361328,0.6385321021080017,0.7198715209960938,0.6000000238418579,0.6823529601097107,0.7738791704177856,0.5761107603708903,0.4040363406141599,0.7099999785423279,0.8303934931755066,0.658823549747467,0.7033247947692871,0.5384615659713745,0.8484848737716675,0.641791045665741,0.5471291542053223,24.027074513956904
14,7.0,0.7356770634651184,0.7950770258903503,0.6261510252952576,0.710860013961792,0.5902777910232544,0.6666666865348816,0.7699804902076721,0.5573960989713669,0.49562453478574753,0.7900000214576721,0.8177294731140137,0.695652186870575,0.7676734328269958,0.6666666865348816,0.7272727489471436,0.8208954930305481,0.5663251578807831,14.921765431994572
15,8.0,0.74609375,0.776462733745575,0.6213592290878296,0.7151849865913391,0.608364999294281,0.6349206566810608,0.8003876209259033,0.5718073397874832,0.4059360648194949,0.8299999833106995,0.8086838722229004,0.6909090876579285,0.7868338823318481,0.8636363744735718,0.5757575631141663,0.9552238583564758,0.5709359347820282,30.231367519125342
16,8.0,0.77734375,0.8039398193359375,0.6742857098579407,0.7525731325149536,0.6579925417900085,0.69140625,0.8203125,0.5440420111020406,0.4911931976675987,0.8199999928474426,0.8380823135375977,0.699999988079071,0.7857142686843872,0.7777777910232544,0.6363636255264282,0.9104477763175964,0.5214876234531403,12.633337510051206
