epoch,fit_seconds,train_accuracy,train_auc,train_f1,train_f1_macro,train_loss,train_precision,train_prox_loss,train_sensitivity,train_specificity,val_accuracy,val_auc,val_f1,val_f1_macro,val_loss,val_precision,val_sensitivity,val_specificity
1,44.8099818048126,0.7119372401650637,0.7891742726652505,0.5458668280694996,0.6543610901726077,0.5727224063841722,0.5367060290107017,0.17956823067622246,0.709369263581439,0.750692259405814,0.6746411494661176,0.7238328816217668,0.47470042170092247,0.586760552092032,0.6770062053388957,0.4268356764858419,0.6270878663081587,0.6351200467661807
2,44.634957533842154,0.7517433941694879,0.8357272689229205,0.589815347658571,0.6934409193720279,0.5255292343689317,0.5835079184502001,0.15164946200675944,0.7529330196417784,0.7900538976323639,0.8098086043122853,0.8235658698104785,0.496603169224479,0.6752609170652463,0.5530006963777485,0.5961712514669701,0.4292230462058309,0.9254257412333238
3,42.07370822831623,0.7733713207154095,0.8632170595502303,0.6129717506259443,0.7130013709660861,0.49546839465568043,0.5977375277102646,0.15567381580711626,0.7629449744932907,0.802660151170194,0.7966507167051854,0.8313952394934933,0.5575963872970576,0.6949459150362243,0.5301770540087988,0.5940108277687901,0.6158510967197885,0.8294406661576632
4,45.519818211926356,0.7916411616565977,0.8823969481392004,0.6359503502217463,0.7318891293461793,0.4698755700743366,0.6134066555725547,0.1492813399749361,0.7906910863045613,0.8152341456932207,0.8253588667896946,0.8431519160145208,0.5735346368696701,0.716457789451882,0.5070004529591525,0.6270709244008554,0.5674580456109709,0.8827931468851828
5,39.395169565777074,0.8197062444140074,0.9003359386542447,0.6679794411218929,0.7593891338472191,0.4386744460677812,0.6451917780676876,0.14381438136062236,0.8041643305547483,0.8455876896378162,0.8086124538804926,0.8156309032269071,0.5513929906145237,0.6968859906116741,0.5305783509780345,0.5904241255061193,0.5614176248177958,0.8493221339426542
6,47.37796056966917,0.8238988975555781,0.9081264012507851,0.6738314840089897,0.763847448321551,0.4255195610616475,0.6451693276043078,0.14541027907342424,0.8186943381645032,0.8434438858052241,0.8349282517672726,0.8208663378035623,0.5709848367212492,0.7187200780405382,0.5258352042634806,0.6450755021147181,0.546589840221348,0.9068047998909745
7,37.13070962499037,0.8496292311379334,0.9218248261663442,0.7123325356495754,0.7937000804514993,0.40172051728756086,0.6853944688450181,0.1468476587831464,0.8381969883441568,0.8750263250601414,0.8241626675904653,0.8484059110212554,0.49213505411547337,0.6785871651754425,0.5660601172988352,0.6843534869155244,0.39291888493242444,0.9720989561252047
8,46.88522912427406,0.8518168417218385,0.925346737089516,0.7079559435838703,0.7920147145443137,0.39406419835989553,0.6833832294235807,0.1498767339838855,0.8123806591531431,0.8755136298875976,0.8241626832758981,0.8388981203143107,0.5677948718863811,0.7132098924315147,0.5231928508817865,0.6329850912735793,0.5432373162662013,0.8971981718494562
9,35.11681666988657,0.8614238559744058,0.9323073392185274,0.723899330938797,0.804130565287416,0.37893148361780304,0.6958097984472362,0.15257317450252875,0.8329364887832826,0.8841353936757199,0.8325358962898619,0.8269700542021026,0.5655152861866655,0.716325587490529,0.5431768445556528,0.6626276095446787,0.5174813101593958,0.9268904399643675
10,45.055673786192905,0.8715369707907967,0.944371134154426,0.7417496739075721,0.8175723679579282,0.351166412501534,0.7124504610938551,0.14589127935251364,0.8557141652405307,0.8944312517940686,0.832535883456326,0.8352460814149756,0.5614062243956698,0.7145185055630059,0.5766386542308843,0.6799605218916418,0.49312445913490494,0.9412934986883373
