epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.6961805820465088,0.7401850819587708,0.16798731684684753,0.4910733103752136,0.0961887463927269,0.6625000238418579,0.6978155374526978,0.6799473298920525,0.7909091114997864,0.8582555055618286,0.2068965584039688,0.5432388782501221,0.11538461595773697,1.0,0.7850467562675476,0.5987492650747299,31.91819828702137
2,1.0,0.7401620149612427,0.8503602147102356,0.2529118061065674,0.5478219389915466,0.14615385234355927,0.9382715821266174,0.7304189205169678,0.5562201175424788,0.7318181991577148,0.7733645439147949,0.1690140813589096,0.5045612454414368,0.0923076942563057,1.0,0.7242990732192993,0.6384194046258926,8.4102410802152
3,2.0,0.6921296119689941,0.7407766580581665,0.1582278460264206,0.48492130637168884,0.09057971090078354,0.625,0.6953883767127991,0.6728628112210168,0.5545454621315002,0.8730529546737671,0.1090909093618393,0.4060606062412262,0.057692307978868484,1.0,0.5420560836791992,0.7097166329622269,30.39502345188521
4,2.0,0.7447916865348816,0.8686437606811523,0.25882354378700256,0.5523408055305481,0.1495145559310913,0.9624999761581421,0.7342233061790466,0.5499616475016983,0.7227272987365723,0.8621495366096497,0.16438356041908264,0.4990854859352112,0.08955223858356476,1.0,0.7149532437324524,0.5966458022594452,6.950569893000647
5,3.0,0.8038194179534912,0.7373011112213135,0.20608898997306824,0.5470854043960571,0.12753623723983765,0.5365853905677795,0.8171324133872986,0.6857903665966458,0.5181818008422852,0.7866043448448181,0.08620689809322357,0.37952321767807007,0.04545454680919647,0.8333333134651184,0.5093457698822021,0.7621197700500488,30.55811364087276
6,3.0,0.7476851940155029,0.8735664486885071,0.25850340723991394,0.5532405376434326,0.14960630238056183,0.949999988079071,0.737864077091217,0.5512715169677028,0.7454545497894287,0.8154205679893494,0.1515151560306549,0.5008912682533264,0.0833333358168602,0.8333333134651184,0.7429906725883484,0.6294340863823891,7.178216970991343
7,4.0,0.78125,0.7599601745605469,0.20588235557079315,0.5395183563232422,0.12405063211917877,0.604938268661499,0.7899210453033447,0.6718387394039719,0.9272727370262146,0.75077885389328,0.0,0.4811320900917053,0.0,0.0,0.9532710313796997,0.6427002996206284,34.71117263310589
8,4.0,0.7714120149612427,0.8920745849609375,0.2805100083351135,0.5723155736923218,0.1645299196243286,0.9506173133850098,0.7625986933708191,0.5354968265250877,0.7363636493682861,0.8076323866844177,0.17142857611179352,0.507335901260376,0.09375,1.0,0.7289719581604004,0.6408916115760803,7.4466456840746105
9,5.0,0.7673611044883728,0.7695997953414917,0.21176470816135406,0.5376542806625366,0.1258741319179535,0.6666666865348816,0.7723132967948914,0.6645104123486413,0.7636363506317139,0.8123053312301636,0.13333334028720856,0.49824559688568115,0.07407407462596893,0.6666666865348816,0.7663551568984985,0.6165677458047867,33.31644695298746
10,5.0,0.7482638955116272,0.877720057964325,0.2639593780040741,0.5560634732246399,0.15294118225574493,0.9629629850387573,0.7377049326896667,0.5425247903223391,0.800000011920929,0.8652647733688354,0.18518517911434174,0.5355977416038513,0.1041666641831398,0.8333333134651184,0.7990654110908508,0.5948105156421661,8.717902600998059
