epoch,fit_seconds,train_accuracy,train_auc,train_f1,train_f1_macro,train_loss,train_precision,train_prox_loss,train_sensitivity,train_specificity,val_accuracy,val_auc,val_f1,val_f1_macro,val_loss,val_precision,val_sensitivity,val_specificity
1,45.48813365868113,0.6828041371422146,0.7591589784143282,0.5157962884346846,0.6269800306134916,0.602816163974146,0.5121126428141514,0.45374586022867236,0.6762664020463562,0.7250916225909114,0.7045454706586719,0.6939735931642889,0.1918093110278748,0.4953478494186721,0.680257360330609,0.5814354161611585,0.11604433339178277,0.9790053343373623
2,43.490422995641396,0.7269225789142181,0.8073737032319488,0.5515575861755724,0.6657781030459483,0.5550979332898157,0.5641109803380181,0.4290139890735531,0.6969141048427966,0.7890887306541039,0.7799043047941473,0.7927497772223642,0.5182120613219064,0.6740824638656452,0.5923693408057735,0.6436440317254317,0.5148044194687497,0.9048931729850587
3,43.96796106572118,0.7378545576191935,0.8221936717488708,0.5661346466622419,0.6762109840850818,0.5419150598155459,0.5682167840976083,0.44267017576293066,0.7039168703111103,0.7885792154616063,0.783492800293927,0.8175077579523388,0.5757976996413828,0.700006971661554,0.5612569056344374,0.6111067881424461,0.7038763801446942,0.8382469146160417
4,44.65143150489046,0.749194046373829,0.8305714046592352,0.584534598654883,0.689504872625011,0.5356195084883558,0.5770044752887085,0.4349207855014616,0.7364429096520849,0.7900201188197399,0.7930621848437205,0.8207916467668908,0.524013339974093,0.6811570066013976,0.5484491682134605,0.6378552022447996,0.5121906338589328,0.8994246013997275
5,38.33897799417723,0.7691292887576747,0.8542276535000585,0.6085117315445466,0.7089538758724209,0.5042789115769892,0.5934341601338313,0.39046724568424224,0.7582520294307393,0.8028713253873557,0.7966507216960049,0.8071749786440836,0.5214070600043074,0.6799570913805345,0.5523941799481377,0.6024292875705153,0.47480250303254745,0.8762054652973795
6,43.116954038177184,0.782773593120392,0.8658523107822322,0.6225977477114556,0.7218684896395635,0.4876909420432546,0.6083638657070389,0.37541395152902657,0.7664310596207596,0.8186814064851605,0.8133971307551462,0.8296686258327448,0.5323720545859999,0.6924911574883894,0.5386235751657252,0.6425960614350423,0.49395090165106875,0.9114867147931642
7,40.4948916466926,0.7910163212333585,0.8759572853696809,0.6346024733275206,0.7303522366434537,0.4778521620010035,0.6124752967490944,0.3765861717500573,0.778403998118186,0.8184504146394371,0.8098085946158359,0.8384010559348969,0.4620450809241482,0.6593705648155304,0.5551252510024315,0.6917624638981796,0.35510773452346406,0.9726506858065939
8,46.85485270861845,0.8041735729111883,0.875619124158214,0.6448154677213213,0.7420282794910649,0.4695082007943675,0.6374123462349771,0.38016867687833455,0.7643265824610281,0.845721616396177,0.8289473829657267,0.8411721306269249,0.5475067795035942,0.7070953476657137,0.5089003959733048,0.6459671792231108,0.483479452760596,0.9177209606581327
9,36.05067857540505,0.8051206904843622,0.882356069538658,0.6490234536328356,0.7435821174163544,0.4640419995704942,0.634888374033476,0.38160804531627324,0.7682779823584708,0.8431971462533099,0.8229665160179138,0.8543715615306745,0.5179444015311282,0.691553423421805,0.5156437264817754,0.657637100898478,0.44300606862851305,0.9347954422378084
10,45.23387674824572,0.8141812354241367,0.895057248490233,0.6671816306553079,0.7563342769505863,0.44443673644964465,0.6477155532102109,0.38913319393160734,0.8095009611153635,0.8456796556376138,0.8325359038473886,0.8459404339060259,0.5304456453716926,0.7002088655695391,0.5305870183917324,0.6611790085238133,0.45401648774243997,0.9416161230876685
