epoch,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
0,0.6878622621297836,0.8584070801734924,0.8485825061798096,0.9238095283508301,0.46190476417541504,0.8584070801734924,1.0,0.0,0.6534656286239624,3.55
1,0.659093459447225,0.7876105904579163,0.8505154252052307,0.8695651888847351,0.649068295955658,0.9195402264595032,0.8247422575950623,0.5625,0.6032727956771851,2.87
2,0.6017566124598185,0.76106196641922,0.8550257682800293,0.8421052694320679,0.6755980849266052,0.9729729890823364,0.7422680258750916,0.875,0.5336293578147888,2.86
3,0.5371489077806473,0.76106196641922,0.8518041372299194,0.8421052694320679,0.6755980849266052,0.9729729890823364,0.7422680258750916,0.875,0.48078790307044983,1.58
4,0.5126842906077703,0.752212405204773,0.862113356590271,0.8390804529190063,0.6503094434738159,0.948051929473877,0.7525773048400879,0.75,0.4533134549856186,1.46
5,0.5075190092126528,0.7256637215614319,0.8588917255401611,0.8121212124824524,0.6519622802734375,0.9852941036224365,0.6907216310501099,0.9375,0.5164442211389542,1.52
6,0.4886048659682274,0.778761088848114,0.8634020090103149,0.8538011908531189,0.6996278762817383,0.9864864945411682,0.7525773048400879,0.9375,0.4621002525091171,2.84
7,0.49875108400980633,0.778761088848114,0.8627577424049377,0.8538011908531189,0.6996278762817383,0.9864864945411682,0.7525773048400879,0.9375,0.47056519985198975,1.43
8,0.4761826694011688,0.778761088848114,0.8698453903198242,0.8538011908531189,0.6996278762817383,0.9864864945411682,0.7525773048400879,0.9375,0.4841607064008713,1.48
9,0.4947235534588496,0.778761088848114,0.8775773048400879,0.8538011908531189,0.6996278762817383,0.9864864945411682,0.7525773048400879,0.9375,0.4565580487251282,1.54
10,0.4717465788125992,0.76106196641922,0.8711339831352234,0.8402366638183594,0.6832762360572815,0.9861111044883728,0.7319587469100952,0.9375,0.4978698492050171,2.12
11,0.47795819987853366,0.8230088353157043,0.8853092789649963,0.8924731016159058,0.6962365508079529,0.932584285736084,0.8556700944900513,0.625,0.4212542027235031,1.35
12,0.46023837725321454,0.7876105904579163,0.8814432621002197,0.8604651093482971,0.7080103158950806,0.9866666793823242,0.7628865838050842,0.9375,0.466348260641098,2.6
13,0.46874921148022014,0.778761088848114,0.8782216310501099,0.8538011908531189,0.6996278762817383,0.9864864945411682,0.7525773048400879,0.9375,0.46816784143447876,1.55
14,0.4679768855373065,0.752212405204773,0.8846649527549744,0.8333333134651184,0.6752873659133911,0.98591548204422,0.7216494679450989,0.9375,0.48839256167411804,1.5
15,0.4651051312685013,0.7876105904579163,0.8898195028305054,0.8620689511299133,0.7002652883529663,0.9740259647369385,0.7731958627700806,0.875,0.43995729088783264,1.54
16,0.46633270382881165,0.7964601516723633,0.89304119348526,0.868571400642395,0.7087955474853516,0.9743589758872986,0.7835051417350769,0.875,0.4399223327636719,1.49
17,0.4630485822757085,0.76106196641922,0.8975515365600586,0.8402366638183594,0.6832762360572815,0.9861111044883728,0.7319587469100952,0.9375,0.4637429714202881,1.44
18,0.470782071352005,0.8053097128868103,0.8969072103500366,0.875,0.7174999713897705,0.9746835231781006,0.7938144207000732,0.875,0.436603844165802,2.8
19,0.441968643416961,0.7964601516723633,0.8956185579299927,0.8670520186424255,0.7165448665618896,0.9868420958518982,0.7731958627700806,0.9375,0.44431450963020325,1.48
20,0.46163372198740643,0.8230088353157043,0.8956185579299927,0.8901098966598511,0.7177822589874268,0.9529411792755127,0.8350515365600586,0.75,0.4145848751068115,2.14
21,0.4604290748635928,0.778761088848114,0.8975515365600586,0.8571428656578064,0.6834734082221985,0.9615384340286255,0.7731958627700806,0.8125,0.4290316700935364,1.44
22,0.447782501578331,0.7345132827758789,0.8962628841400146,0.8170731663703918,0.6666010618209839,1.0,0.6907216310501099,1.0,0.5350118577480316,1.45
23,0.45125605414311093,0.8053097128868103,0.9039949178695679,0.8764045238494873,0.7090356349945068,0.9629629850387573,0.8041236996650696,0.8125,0.4083138406276703,1.41
24,0.4287208169698715,0.7964601516723633,0.9027061462402344,0.868571400642395,0.7087955474853516,0.9743589758872986,0.7835051417350769,0.875,0.4343262016773224,1.47
25,0.4092491219441096,0.7964601516723633,0.8988401889801025,0.868571400642395,0.7087955474853516,0.9743589758872986,0.7835051417350769,0.875,0.42203663289546967,1.48
26,0.43595881511767703,0.8141592741012573,0.906572163105011,0.8839778900146484,0.708655595779419,0.9523809552192688,0.8247422575950623,0.75,0.3950014263391495,1.35
27,0.41236093640327454,0.7964601516723633,0.9020618796348572,0.868571400642395,0.7087955474853516,0.9743589758872986,0.7835051417350769,0.875,0.4222991615533829,1.31
28,0.4384035939971606,0.8053097128868103,0.9117267727851868,0.875,0.7174999713897705,0.9746835231781006,0.7938144207000732,0.875,0.4113171845674515,1.46
29,0.4218852271636327,0.8053097128868103,0.9123711585998535,0.8764045238494873,0.7090356349945068,0.9629629850387573,0.8041236996650696,0.8125,0.3959013819694519,1.4
30,0.417907012005647,0.8141592741012573,0.9175258278846741,0.8813559412956238,0.7263922691345215,0.9750000238418579,0.8041236996650696,0.875,0.4010858088731766,3.57
31,0.42714375009139377,0.8230088353157043,0.9194587469100952,0.8876404762268066,0.7354868650436401,0.9753086566925049,0.8144329786300659,0.875,0.38138197362422943,2.88
32,0.42311546951532364,0.7876105904579163,0.9188144207000732,0.8620689511299133,0.7002652883529663,0.9740259647369385,0.7731958627700806,0.875,0.41458797454833984,1.46
33,0.4197384292880694,0.8053097128868103,0.9194587469100952,0.875,0.7174999713897705,0.9746835231781006,0.7938144207000732,0.875,0.39218977093696594,1.44
34,0.41951274250944454,0.8230088353157043,0.9194587469100952,0.8888888955116272,0.727053165435791,0.9638554453849792,0.8247422575950623,0.8125,0.3805718570947647,1.45
35,0.41053921232620877,0.8584070801734924,0.9162371158599854,0.914893627166748,0.7469204664230347,0.9450549483299255,0.8865979313850403,0.6875,0.37312421202659607,2.87
36,0.401753601928552,0.8938053250312805,0.9207473993301392,0.9375,0.7922794222831726,0.9473684430122375,0.9278350472450256,0.6875,0.36126308888196945,2.94
37,0.402302132298549,0.8407079577445984,0.9149484634399414,0.9032257795333862,0.72661292552948,0.9438202381134033,0.8659793734550476,0.6875,0.3725459426641464,1.45
38,0.38611117998758954,0.8053097128868103,0.9104381203651428,0.875,0.7174999713897705,0.9746835231781006,0.7938144207000732,0.875,0.3969681113958359,1.51
39,0.406708225607872,0.8053097128868103,0.9175257682800293,0.8735632300376892,0.7252431511878967,0.9870129823684692,0.7835051417350769,0.9375,0.41681307554244995,1.25
40,0.4032282382249832,0.8141592741012573,0.9162371158599854,0.8826815485954285,0.7179365158081055,0.9634146094322205,0.8144329786300659,0.8125,0.3766753524541855,2.08
41,0.3803376878301303,0.8053097128868103,0.9175257086753845,0.8777777552604675,0.6997584104537964,0.9518072009086609,0.8144329786300659,0.75,0.37735964357852936,1.42
42,0.36475342884659767,0.7964601516723633,0.9149484634399414,0.868571400642395,0.7087955474853516,0.9743589758872986,0.7835051417350769,0.875,0.39036449790000916,1.47
43,0.3838169698913892,0.8053097128868103,0.9175257682800293,0.8735632300376892,0.7252431511878967,0.9870129823684692,0.7835051417350769,0.9375,0.3957660645246506,1.48
44,0.3859749858578046,0.8318583965301514,0.9207474589347839,0.8938547372817993,0.7447997331619263,0.9756097793579102,0.8247422575950623,0.875,0.3787406384944916,1.4
45,0.3783553143342336,0.8318583965301514,0.9213917255401611,0.8972973227500916,0.7169413566589355,0.9431818127632141,0.8556700944900513,0.6875,0.3684895187616348,1.46
46,0.36482423668106395,0.8761062026023865,0.9246134161949158,0.9255319237709045,0.7785553932189941,0.9560439586639404,0.8969072103500366,0.75,0.3531169146299362,1.36
47,0.38238930453856784,0.8318583965301514,0.923324704170227,0.8938547372817993,0.7447997331619263,0.9756097793579102,0.8247422575950623,0.875,0.3865712583065033,1.45
48,0.3647128529846668,0.8407079577445984,0.923324704170227,0.9032257795333862,0.72661292552948,0.9438202381134033,0.8659793734550476,0.6875,0.3634357750415802,1.3
49,0.34550366302331287,0.8761062026023865,0.9162371158599854,0.9263157844543457,0.7687134742736816,0.9462365508079529,0.907216489315033,0.6875,0.3590499460697174,1.43
50,0.37556323905785877,0.7964601516723633,0.9155927896499634,0.8729282021522522,0.6809085607528687,0.9404761791229248,0.8144329786300659,0.6875,0.38183897733688354,2.13
51,0.36412307371695835,0.7433628439903259,0.9213917851448059,0.826347291469574,0.6674109697341919,0.9857142567634583,0.7113401889801025,0.9375,0.47262750566005707,1.45
52,0.35458675523598987,0.8761062026023865,0.9310566782951355,0.9263157844543457,0.7687134742736816,0.9462365508079529,0.907216489315033,0.6875,0.34634673595428467,1.41
53,0.3505858853459358,0.8849557638168335,0.9220360517501831,0.9319371581077576,0.7802543044090271,0.9468085169792175,0.9175257682800293,0.6875,0.3448668271303177,1.46
54,0.3500170645614465,0.8318583965301514,0.9220361113548279,0.8926553726196289,0.7524501085281372,0.987500011920929,0.8144329786300659,0.9375,0.37961597740650177,1.43
55,0.3406253916521867,0.9203540086746216,0.9046391844749451,0.9543147087097168,0.8219849467277527,0.9399999976158142,0.969072163105011,0.625,0.37072625756263733,2.84
56,0.3452384372552236,0.8849557638168335,0.9220360517501831,0.9312169551849365,0.7899327874183655,0.95652174949646,0.907216489315033,0.75,0.3516111969947815,1.26
57,0.36083315312862396,0.8849557638168335,0.9259020090103149,0.9319371581077576,0.7802543044090271,0.9468085169792175,0.9175257682800293,0.6875,0.3504417687654495,1.39
58,0.33305026839176816,0.9026548862457275,0.923969030380249,0.9430052042007446,0.8048359155654907,0.9479166865348816,0.938144326210022,0.6875,0.34853947907686234,1.39
59,0.33779071147243184,0.8849557638168335,0.9168814420700073,0.9326424598693848,0.7693515419960022,0.9375,0.9278350472450256,0.625,0.34142280369997025,1.47
60,0.32305190712213516,0.8407079577445984,0.9271907210350037,0.8999999761581421,0.7543478012084961,0.9759036302566528,0.8350515365600586,0.875,0.3557966947555542,2.16
61,0.34243431811531383,0.8495575189590454,0.9213917851448059,0.9060773253440857,0.7641497850418091,0.976190447807312,0.8453608155250549,0.875,0.37724852561950684,1.5
62,0.3246464592715104,0.9203540086746216,0.8865979313850403,0.9547738432884216,0.8107202649116516,0.9313725233078003,0.9793814420700073,0.5625,0.40318993106484413,1.42
63,0.3537815275291602,0.8318583965301514,0.9213917255401611,0.8961748480796814,0.7271572351455688,0.9534883499145508,0.8453608155250549,0.75,0.3795963525772095,1.47
64,0.34317684421936673,0.8761062026023865,0.923324704170227,0.9263157844543457,0.7687134742736816,0.9462365508079529,0.907216489315033,0.6875,0.3512130454182625,1.49
65,0.34702172378698987,0.8495575189590454,0.9201030731201172,0.9090909361839294,0.7365967631340027,0.9444444179534912,0.876288652420044,0.6875,0.3594123423099518,1.44
66,0.28637992963194847,0.8672566413879395,0.9265464544296265,0.920634925365448,0.7576147317886353,0.945652186870575,0.8969072103500366,0.6875,0.33363761007785797,1.46
67,0.31010302032033604,0.8407079577445984,0.9239690899848938,0.8999999761581421,0.7543478012084961,0.9759036302566528,0.8350515365600586,0.875,0.3948036730289459,1.45
68,0.3164735312263171,0.8407079577445984,0.923969030380249,0.9021739363670349,0.736801266670227,0.954023003578186,0.8556700944900513,0.75,0.3515511453151703,1.44
69,0.3191344390312831,0.8141592741012573,0.9188144207000732,0.8799999952316284,0.7341176271438599,0.9871794581413269,0.7938144207000732,0.9375,0.42005695402622223,1.47
70,0.28775077189008397,0.8584070801734924,0.924613356590271,0.9139785170555115,0.7569892406463623,0.9550561904907227,0.876288652420044,0.75,0.33023951947689056,2.17
71,0.27145713195204735,0.7168141603469849,0.9201030731201172,0.8024691343307495,0.6512345671653748,1.0,0.6701030731201172,1.0,0.5288981646299362,1.46
72,0.34449587762355804,0.8141592741012573,0.923324704170227,0.8799999952316284,0.7341176271438599,0.9871794581413269,0.7938144207000732,0.9375,0.3928897827863693,1.44
73,0.34215891485412914,0.8407079577445984,0.9291236996650696,0.898876428604126,0.761938214302063,0.9876543283462524,0.8247422575950623,0.9375,0.3689890652894974,1.2
74,0.31331107517083484,0.8141592741012573,0.9297680258750916,0.8799999952316284,0.7341176271438599,0.9871794581413269,0.7938144207000732,0.9375,0.39495711028575897,1.5
75,0.2916993163526058,0.8230088353157043,0.9278351068496704,0.8876404762268066,0.7354868650436401,0.9753086566925049,0.8144329786300659,0.875,0.389278769493103,1.5
76,0.31689365953207016,0.8761062026023865,0.9317010045051575,0.9239130616188049,0.7952898740768433,0.977011501789093,0.876288652420044,0.875,0.3415639102458954,1.53
77,0.2851439205308755,0.778761088848114,0.9297680258750916,0.8538011908531189,0.6996278762817383,0.9864864945411682,0.7525773048400879,0.9375,0.4437577724456787,1.48
78,0.2943830241759618,0.9026548862457275,0.9342783689498901,0.9430052042007446,0.8048359155654907,0.9479166865348816,0.938144326210022,0.6875,0.32726746052503586,1.5
79,0.3065057968099912,0.8761062026023865,0.9291237592697144,0.9255319237709045,0.7785553932189941,0.9560439586639404,0.8969072103500366,0.75,0.3265203908085823,1.48
80,0.29863900194565457,0.8318583965301514,0.9284794330596924,0.8950276374816895,0.7364027500152588,0.9642857313156128,0.8350515365600586,0.8125,0.3596378266811371,2.15
81,0.2848767439524333,0.8141592741012573,0.9252577424049377,0.8799999952316284,0.7341176271438599,0.9871794581413269,0.7938144207000732,0.9375,0.3961072117090225,1.47
82,0.28731974711020786,0.8849557638168335,0.9284793734550476,0.9319371581077576,0.7802543044090271,0.9468085169792175,0.9175257682800293,0.6875,0.3248143643140793,1.5
83,0.29135214040676755,0.8141592741012573,0.9201030731201172,0.8813559412956238,0.7263922691345215,0.9750000238418579,0.8041236996650696,0.875,0.4039811044931412,1.42
84,0.2795553505420685,0.8761062026023865,0.9175257682800293,0.9263157844543457,0.7687134742736816,0.9462365508079529,0.907216489315033,0.6875,0.3435008153319359,1.44
85,0.29014800613125163,0.8938053250312805,0.9271907210350037,0.9368420839309692,0.801754355430603,0.9569892287254333,0.9175257682800293,0.75,0.3322087675333023,1.48
86,0.29078832268714905,0.8495575189590454,0.9259020090103149,0.908108115196228,0.746737003326416,0.9545454382896423,0.8659793734550476,0.75,0.3425649106502533,1.44
87,0.3036716915667057,0.8938053250312805,0.925257682800293,0.9375,0.7922794222831726,0.9473684430122375,0.9278350472450256,0.6875,0.32696225494146347,1.42
88,0.28507204602162045,0.8141592741012573,0.9226803779602051,0.8839778900146484,0.708655595779419,0.9523809552192688,0.8247422575950623,0.75,0.36126720905303955,1.49
89,0.29468076179424924,0.8761062026023865,0.9271907210350037,0.9270833134651184,0.7576593160629272,0.9368420839309692,0.9175257682800293,0.625,0.32129524648189545,1.5
90,0.2852914084990819,0.8584070801734924,0.9291237592697144,0.9139785170555115,0.7569892406463623,0.9550561904907227,0.876288652420044,0.75,0.32815688848495483,2.09
91,0.28852638353904086,0.8230088353157043,0.923969030380249,0.8888888955116272,0.727053165435791,0.9638554453849792,0.8247422575950623,0.8125,0.36274735629558563,1.45
92,0.27468007802963257,0.8053097128868103,0.9265463948249817,0.875,0.7174999713897705,0.9746835231781006,0.7938144207000732,0.875,0.3860333412885666,1.45
93,0.25535913929343224,0.8938053250312805,0.9284794330596924,0.938144326210022,0.781572163105011,0.938144326210022,0.938144326210022,0.625,0.32455672323703766,1.47
94,0.26836231475075084,0.8495575189590454,0.9259020686149597,0.9060773253440857,0.7641497850418091,0.976190447807312,0.8453608155250549,0.875,0.34513072669506073,1.51
95,0.2764759200314681,0.8849557638168335,0.9213917255401611,0.9326424598693848,0.7693515419960022,0.9375,0.9278350472450256,0.625,0.34132061898708344,1.45
96,0.27885567396879196,0.778761088848114,0.9201031923294067,0.8554913401603699,0.6918966174125671,0.9736841917037964,0.7628865838050842,0.875,0.40945248305797577,1.46
97,0.2558543849736452,0.8495575189590454,0.9201030731201172,0.9071038365364075,0.7558774948120117,0.9651162624359131,0.8556700944900513,0.8125,0.360126331448555,1.43
98,0.25661325454711914,0.8584070801734924,0.9149484038352966,0.9130434989929199,0.7660455703735352,0.9655172228813171,0.8659793734550476,0.8125,0.37045885622501373,1.49
99,0.2789232861250639,0.8761062026023865,0.9136597514152527,0.9255319237709045,0.7785553932189941,0.9560439586639404,0.8969072103500366,0.75,0.35663066804409027,1.49
100,0.2629544200996558,0.8584070801734924,0.9168814420700073,0.914893627166748,0.7469204664230347,0.9450549483299255,0.8865979313850403,0.6875,0.35278046131134033,2.09
101,0.2620419481148322,0.8495575189590454,0.9175258278846741,0.908108115196228,0.746737003326416,0.9545454382896423,0.8659793734550476,0.75,0.35184115171432495,1.47
102,0.256294513742129,0.8407079577445984,0.918814480304718,0.8999999761581421,0.7543478012084961,0.9759036302566528,0.8350515365600586,0.875,0.3711562156677246,1.5
103,0.25358135377367336,0.8672566413879395,0.9194587469100952,0.920634925365448,0.7576147317886353,0.945652186870575,0.8969072103500366,0.6875,0.3353462740778923,1.49
104,0.2545096029837926,0.8672566413879395,0.9188143610954285,0.920634925365448,0.7576147317886353,0.945652186870575,0.8969072103500366,0.6875,0.3381762355566025,1.47
105,0.2559066837032636,0.8495575189590454,0.9162371158599854,0.9090909361839294,0.7365967631340027,0.9444444179534912,0.876288652420044,0.6875,0.34225253760814667,1.45
106,0.24759279936552048,0.8495575189590454,0.9117268323898315,0.9071038365364075,0.7558774948120117,0.9651162624359131,0.8556700944900513,0.8125,0.36659951508045197,1.45
107,0.2772069039444129,0.8584070801734924,0.9155927300453186,0.9130434989929199,0.7660455703735352,0.9655172228813171,0.8659793734550476,0.8125,0.36055415868759155,1.29
108,0.24999337395032248,0.8761062026023865,0.9110825061798096,0.9270833134651184,0.7576593160629272,0.9368420839309692,0.9175257682800293,0.625,0.34654347598552704,1.46
109,0.2534590686360995,0.8761062026023865,0.9130154252052307,0.9270833134651184,0.7576593160629272,0.9368420839309692,0.9175257682800293,0.625,0.3427700698375702,1.45
110,0.24146358172098795,0.8584070801734924,0.918814480304718,0.9139785170555115,0.7569892406463623,0.9550561904907227,0.876288652420044,0.75,0.35176196694374084,2.18
111,0.24014999096592268,0.8672566413879395,0.9117268323898315,0.9214659929275513,0.7464473247528076,0.936170220375061,0.907216489315033,0.625,0.3490375429391861,1.48
112,0.22594397887587547,0.8672566413879395,0.9117267727851868,0.9214659929275513,0.7464473247528076,0.936170220375061,0.907216489315033,0.625,0.3497464582324028,1.58
113,0.25152815505862236,0.7876105904579163,0.9149484038352966,0.8620689511299133,0.7002652883529663,0.9740259647369385,0.7731958627700806,0.875,0.3879780024290085,1.5
114,0.2362228768567244,0.8141592741012573,0.9033504724502563,0.8826815485954285,0.7179365158081055,0.9634146094322205,0.8144329786300659,0.8125,0.38069914281368256,1.44
115,0.23811538393298784,0.8672566413879395,0.9001288414001465,0.920634925365448,0.7576147317886353,0.945652186870575,0.8969072103500366,0.6875,0.3630456179380417,1.44
116,0.2489531288544337,0.8761062026023865,0.9136598110198975,0.9255319237709045,0.7785553932189941,0.9560439586639404,0.8969072103500366,0.75,0.35365378856658936,1.5
117,0.20840970116357008,0.8849557638168335,0.9097938537597656,0.9319371581077576,0.7802543044090271,0.9468085169792175,0.9175257682800293,0.6875,0.34671467542648315,1.49
118,0.2268975724776586,0.8141592741012573,0.9085051417350769,0.8826815485954285,0.7179365158081055,0.9634146094322205,0.8144329786300659,0.8125,0.37072643637657166,1.45
119,0.22589395567774773,0.8938053250312805,0.9091495275497437,0.9368420839309692,0.801754355430603,0.9569892287254333,0.9175257682800293,0.75,0.3493814617395401,1.43
120,0.2503477707505226,0.8495575189590454,0.9181700944900513,0.908108115196228,0.746737003326416,0.9545454382896423,0.8659793734550476,0.75,0.34459564089775085,2.12
121,0.2399376854300499,0.8584070801734924,0.9194587469100952,0.9139785170555115,0.7569892406463623,0.9550561904907227,0.876288652420044,0.75,0.3385292813181877,1.52
122,0.24413137634595236,0.8672566413879395,0.9155927300453186,0.920634925365448,0.7576147317886353,0.945652186870575,0.8969072103500366,0.6875,0.3459060341119766,1.43
123,0.2489804414411386,0.8495575189590454,0.9078608155250549,0.908108115196228,0.746737003326416,0.9545454382896423,0.8659793734550476,0.75,0.36475232243537903,1.44
124,0.22587638969222704,0.8761062026023865,0.9097938537597656,0.9255319237709045,0.7785553932189941,0.9560439586639404,0.8969072103500366,0.75,0.35453926026821136,1.25
125,0.26298931365211803,0.8053097128868103,0.9155927300453186,0.875,0.7174999713897705,0.9746835231781006,0.7938144207000732,0.875,0.38330893218517303,1.45
126,0.24525766943891844,0.8849557638168335,0.9155927896499634,0.9319371581077576,0.7802543044090271,0.9468085169792175,0.9175257682800293,0.6875,0.3394889160990715,1.46
127,0.21739114820957184,0.8495575189590454,0.9143040776252747,0.9071038365364075,0.7558774948120117,0.9651162624359131,0.8556700944900513,0.8125,0.34810078144073486,1.48
128,0.2430411527554194,0.8938053250312805,0.9155927300453186,0.9375,0.7922794222831726,0.9473684430122375,0.9278350472450256,0.6875,0.33919497579336166,1.46
129,0.22594370134174824,0.8495575189590454,0.9226803779602051,0.9060773253440857,0.7641497850418091,0.976190447807312,0.8453608155250549,0.875,0.3464028090238571,1.49
130,0.2340871604780356,0.8849557638168335,0.9155927300453186,0.9319371581077576,0.7802543044090271,0.9468085169792175,0.9175257682800293,0.6875,0.3353668600320816,2.18
131,0.22877182066440582,0.8407079577445984,0.9188144207000732,0.8999999761581421,0.7543478012084961,0.9759036302566528,0.8350515365600586,0.875,0.34912192821502686,1.45
132,0.21619437883297601,0.8761062026023865,0.9117268323898315,0.9255319237709045,0.7785553932189941,0.9560439586639404,0.8969072103500366,0.75,0.34620560705661774,1.47
133,0.21985593934853873,0.8761062026023865,0.9117267727851868,0.9270833134651184,0.7576593160629272,0.9368420839309692,0.9175257682800293,0.625,0.34261729568243027,1.47
134,0.21782511100172997,0.8761062026023865,0.9078607559204102,0.9255319237709045,0.7785553932189941,0.9560439586639404,0.8969072103500366,0.75,0.34392431378364563,1.46
135,0.21744307378927866,0.8938053250312805,0.9097937941551208,0.9368420839309692,0.801754355430603,0.9569892287254333,0.9175257682800293,0.75,0.34417202323675156,1.43
136,0.19023136794567108,0.8849557638168335,0.9104381799697876,0.9319371581077576,0.7802543044090271,0.9468085169792175,0.9175257682800293,0.6875,0.3403523936867714,1.4
137,0.2004910632967949,0.8849557638168335,0.9097938537597656,0.9319371581077576,0.7802543044090271,0.9468085169792175,0.9175257682800293,0.6875,0.34272968024015427,1.5
138,0.22337214897076288,0.8849557638168335,0.9078608751296997,0.9319371581077576,0.7802543044090271,0.9468085169792175,0.9175257682800293,0.6875,0.346342533826828,1.47
139,0.21469233743846416,0.8938053250312805,0.9097938537597656,0.9368420839309692,0.801754355430603,0.9569892287254333,0.9175257682800293,0.75,0.3437047675251961,1.42
140,0.19589310884475708,0.8584070801734924,0.9149484634399414,0.9139785170555115,0.7569892406463623,0.9550561904907227,0.876288652420044,0.75,0.33578629046678543,2.23
141,0.2145049845178922,0.8584070801734924,0.9220360517501831,0.9130434989929199,0.7660455703735352,0.9655172228813171,0.8659793734550476,0.8125,0.33850976824760437,1.23
142,0.22137122601270676,0.8495575189590454,0.9194587469100952,0.908108115196228,0.746737003326416,0.9545454382896423,0.8659793734550476,0.75,0.3351081758737564,1.4
143,0.22286658051113287,0.9026548862457275,0.9213917255401611,0.9424083828926086,0.8140613436698914,0.957446813583374,0.9278350472450256,0.75,0.32784467190504074,1.48
144,0.18729514628648758,0.8938053250312805,0.9168815016746521,0.9368420839309692,0.801754355430603,0.9569892287254333,0.9175257682800293,0.75,0.3301338255405426,1.43
145,0.24642451480031013,0.8672566413879395,0.9181700348854065,0.9197860956192017,0.7675853967666626,0.9555555582046509,0.8865979313850403,0.75,0.3367233872413635,1.41
146,0.22508154436945915,0.8672566413879395,0.9175257682800293,0.920634925365448,0.7576147317886353,0.945652186870575,0.8969072103500366,0.6875,0.33405114710330963,1.42
147,0.23149589573343596,0.8761062026023865,0.9252577424049377,0.9247311949729919,0.7873655557632446,0.966292142868042,0.8865979313850403,0.8125,0.3309367969632149,1.4
