epoch,fit_seconds,train_accuracy,train_auc,train_f1,train_f1_macro,train_loss,train_precision,train_prox_loss,train_sensitivity,train_specificity,val_accuracy,val_auc,val_f1,val_f1_macro,val_loss,val_precision,val_sensitivity,val_specificity
1,43.55927045653891,0.6828041371422146,0.7591589784143282,0.5157962884346846,0.6269800306134916,0.602816163974146,0.5121126428141514,0.45374586022867236,0.6762664020463562,0.7250916225909114,0.7045454706586719,0.6939735931642889,0.1918093110278748,0.4953478494186721,0.680257360330609,0.5814354161611585,0.11604433339178277,0.9790053343373623
2,41.591048836221255,0.7269225789142181,0.8073737032319488,0.5515575861755724,0.6657781030459483,0.5550979332898157,0.5641109803380181,0.4290139890735531,0.6969141048427966,0.7890887306541039,0.7799043047941473,0.7929345293763722,0.5182120613219064,0.6740824638656452,0.5923792410410192,0.6436440317254317,0.5148044194687497,0.9048931729850587
3,44.88787448775562,0.7432886137720742,0.8245206086322153,0.5743040297274788,0.6827816025389847,0.5429451654948156,0.5754995909860834,0.4098439739034498,0.7202453490247828,0.7926618700048195,0.7930622155016119,0.8179985810980273,0.5487848707791151,0.6925573531520424,0.5713320257204572,0.6481834721337095,0.5420417786357505,0.9022237163696563
4,37.33130963442278,0.7581410301516143,0.837299295566086,0.5955931918139652,0.6985021200231518,0.5267623880490074,0.5857905466201655,0.3967871332899155,0.7482247641018316,0.7965057701064522,0.7894736757974306,0.817105506025433,0.5691309833640688,0.6990416878433319,0.5500420148987947,0.6122607347782719,0.6478793772213767,0.8533299502573515
5,39.35405362053404,0.7695442975916582,0.8574509075459574,0.6090005122727137,0.7094878706684036,0.5015855636804505,0.5921189509004939,0.3634863215143883,0.7605136317875124,0.7992166228924104,0.8098086064512079,0.8279958042231473,0.5687196914231378,0.7100910311965851,0.5318762469305947,0.6606065409890772,0.5713686212255624,0.9124794943195781
6,36.9656652962682,0.7746480555570817,0.8624233885015832,0.6108494638914184,0.7134424978388318,0.49233859358389376,0.6017392443549131,0.3985719945427122,0.7535785041529456,0.8139993192337921,0.7942583666463788,0.8311519222111223,0.5740246582401997,0.7004653306669025,0.5367387387562882,0.5954224901835313,0.6441387062152607,0.8322496029178491
7,47.686781470190155,0.79298532190503,0.8756520181577114,0.6367594657621897,0.7326626993694543,0.4760623655525669,0.6196368150295766,0.3713967195149364,0.7756346261960566,0.8266926098220121,0.7906698497573724,0.8417558685729378,0.42003795882446343,0.6330782441716445,0.5894856481104376,0.7043789903227793,0.30156014606570514,0.9844817504928443
8,42.26866241656943,0.8029210757608803,0.881121019251324,0.6439011559692249,0.7404909111573911,0.4669822450716242,0.6308698399887863,0.35797747390289175,0.7640748671230179,0.8391010085068584,0.8253588608007112,0.8516975321838159,0.5950085799517244,0.7289726893867602,0.5072259351290299,0.6570381383505164,0.6246696566565756,0.9058780953929755
9,41.626472621574955,0.8075352185777845,0.8855286508981765,0.655383356104296,0.7476274310747306,0.4573062591908819,0.6378798001514098,0.3606515246638203,0.7839483654118428,0.8434359510340552,0.824162692544563,0.8493216014935069,0.5782551726941286,0.7178650129069551,0.5143400432729122,0.642823266462561,0.5794930372868429,0.8944141837683591
10,40.64648348554059,0.8160612876671506,0.8962943538377853,0.6645839796164925,0.7559657776093057,0.440981867939959,0.6486477845702603,0.37449235511647816,0.7936594171192385,0.8489466076972263,0.8193779841564489,0.8448298892906408,0.5448863479937093,0.7037025980972217,0.5467583755450101,0.7223644397760692,0.47459779560352056,0.961820222401733
11,44.35566259949098,0.8277754175075078,0.8998594570242113,0.683767748708186,0.7699924814184643,0.4375174412229742,0.6670694920527419,0.39476155548653424,0.8027802139024759,0.8610744419224419,0.819377991286191,0.861866406846845,0.5265738436479888,0.6948940020999269,0.5355934987744789,0.6898606771416071,0.4441924445580638,0.960689361300765
12,39.5439830512745,0.8284870130049737,0.9031413453859362,0.6853730732167684,0.7707090498786014,0.4316104411155586,0.660777191550384,0.3909465885436953,0.8080165600637288,0.8570370620523966,0.8301435562126944,0.8647190463599976,0.5863641482648667,0.7252182787970493,0.49779152908500585,0.6617071146599984,0.5699357130881132,0.9132740293678484
13,45.95096536439676,0.8404529392495896,0.9161011168060051,0.7057785949076586,0.785505686594689,0.4086007424303124,0.6772325700806492,0.3707833321710246,0.8249989011587544,0.8658705954608166,0.818181838430286,0.8465618859067487,0.580030077988166,0.7160779331859789,0.5175123633504912,0.6226336630551439,0.6172502593061571,0.8643763511659996
14,44.37835000416363,0.8530581470569416,0.923192017306418,0.7228572173483849,0.7991200716415815,0.39384097045398525,0.6966556474519552,0.3940251349169817,0.8296223540406877,0.8804288186013404,0.8337320785203048,0.8567359344810961,0.5934731858341318,0.7306719572064979,0.5283713021168583,0.6768457210092453,0.5676279171374425,0.9249905697181464
15,42.521195058170385,0.857102029337159,0.9260162620811766,0.7369725597242494,0.8073294949199177,0.38421531159624145,0.7041774946627204,0.3923271113801788,0.8424063875585495,0.8795741145140119,0.8265550390384985,0.842401633850125,0.5670498507587534,0.7164694994830629,0.553815692271057,0.6909310476916829,0.5283354176074694,0.9402738356133967
16,46.246799019763245,0.8579141282102476,0.9276826863273869,0.7327359782364607,0.806418755014803,0.3828578397680042,0.7099976437575384,0.41755092530960153,0.8368645172089835,0.8889370729426112,0.8133971297569822,0.8296467192720568,0.5742004898746619,0.7090829694955543,0.5422888508503232,0.6100825299130103,0.6051129288436693,0.8565858575430784
17,47.25388985956491,0.8648850482508368,0.9358026404517323,0.7473458013350844,0.8162534601987526,0.364849838210309,0.7201636598896827,0.3872529115541457,0.8410889843810786,0.8933949755006887,0.8217703431987307,0.8426907487463152,0.572652182510595,0.7151374721355985,0.5490105770100532,0.6409204908820431,0.5771313097559664,0.8941811845063022
18,44.73755766092874,0.8654990243404241,0.9383031838016341,0.7447135409589043,0.8148458198152941,0.3598870520036164,0.7165635319292911,0.38647107391446056,0.8452545542031495,0.8896291814113446,0.821770328226272,0.8288631979643443,0.5590556086393065,0.7106638355403425,0.6044736510793273,0.6820513528357283,0.5247106566739995,0.9337967915112892
19,41.97591722655988,0.8685387493144838,0.9394826786912305,0.7519744982820922,0.8198648797145153,0.35684108999452385,0.727466135873124,0.4220552894674409,0.8401464502094139,0.8954652067139274,0.8325358962898619,0.837809415097442,0.5646956813962836,0.715234161136253,0.564851879752709,0.657932626823204,0.5103139712622291,0.9247805190998972
