epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.6961805820465088,0.7401850819587708,0.16798731684684753,0.4910733103752136,0.0961887463927269,0.6625000238418579,0.6978155374526978,0.6799473298920525,0.7909091114997864,0.8582555055618286,0.2068965584039688,0.5432388782501221,0.11538461595773697,1.0,0.7850467562675476,0.5987492650747299,22.471460290951654
2,1.0,0.7401620149612427,0.8503602147102356,0.2529118061065674,0.5478219389915466,0.14615385234355927,0.9382715821266174,0.7304189205169678,0.5562201175424788,0.7318181991577148,0.7733645439147949,0.1690140813589096,0.5045612454414368,0.0923076942563057,1.0,0.7242990732192993,0.6384194046258926,7.912120895925909
3,2.0,0.7633101940155029,0.8149651288986206,0.2119460552930832,0.5363441705703735,0.12528473138809204,0.6875,0.7669903039932251,0.6220885636629881,0.75,0.881619930267334,0.17910447716712952,0.5158256888389587,0.09836065769195557,1.0,0.7429906725883484,0.6362788081169128,28.032812091056257
4,2.0,0.7633101940155029,0.9028216004371643,0.2603978216648102,0.5597545504570007,0.15221987664699554,0.8999999761581421,0.7566747665405273,0.5202237444895285,0.7590909004211426,0.8216511011123657,0.1846153885126114,0.5216410160064697,0.10169491171836853,1.0,0.7523364424705505,0.6126155853271484,11.862362602958456
5,3.0,0.8020833134651184,0.8713806867599487,0.26293104887008667,0.5743131041526794,0.1596858650445938,0.7439024448394775,0.8049817681312561,0.5749180526645096,0.8045454621315002,0.8239875435829163,0.12244898080825806,0.506237268447876,0.06976744532585144,0.5,0.8130841255187988,0.5981902629137039,25.36816614912823
6,3.0,0.7737268805503845,0.9108009934425354,0.2825688123703003,0.574125349521637,0.16559140384197235,0.9624999761581421,0.7645630836486816,0.5014894814402969,0.8409090638160706,0.8457943797111511,0.1860465109348297,0.5489426255226135,0.10810811072587967,0.6666666865348816,0.8457943797111511,0.5758567899465561,10.92531570699066
7,4.0,0.7858796119689941,0.8773527145385742,0.25702810287475586,0.5659717917442322,0.15347722172737122,0.790123462677002,0.7856709361076355,0.5519130296177335,0.9454545378684998,0.8146417140960693,0.0,0.4859813153743744,0.0,0.0,0.9719626307487488,0.660507082939148,26.04786035208963
8,4.0,0.7957175970077515,0.9221780300140381,0.3037475347518921,0.5920230150222778,0.18075117468833923,0.9506173133850098,0.7880995869636536,0.49237654606501263,0.800000011920929,0.8730529546737671,0.18518517911434174,0.5355977416038513,0.1041666641831398,0.8333333134651184,0.7990654110908508,0.580428309738636,6.923237120965496
9,5.0,0.7783564925193787,0.8858156204223633,0.26487523317337036,0.5671905875205994,0.1568181812763214,0.8518518805503845,0.7747419476509094,0.5479087465339236,0.8090909123420715,0.850467324256897,0.125,0.5089285373687744,0.0714285746216774,0.5,0.8177570104598999,0.5817585587501526,30.404591619968414
10,5.0,0.8148148059844971,0.9389911890029907,0.32203391194343567,0.6073976755142212,0.19437339901924133,0.9382715821266174,0.8087431788444519,0.4608068455148626,0.8818181753158569,0.8193146586418152,0.0714285746216774,0.5041608810424805,0.04545454680919647,0.1666666716337204,0.9018691778182983,0.637543186545372,7.262269414961338
11,6.0,0.7847222089767456,0.8924472332000732,0.2589641511440277,0.5665165781974792,0.15366430580615997,0.8227847814559937,0.7828987240791321,0.5354333851072524,0.9227272868156433,0.8520249128341675,0.260869562625885,0.6100510954856873,0.1764705926179886,0.5,0.9345794320106506,0.5879312828183174,23.28828867385164
12,6.0,0.8449074029922485,0.9475364685058594,0.35885167121887207,0.635317862033844,0.22255192697048187,0.9259259104728699,0.8409228920936584,0.44756152342866967,0.8772727251052856,0.7624610662460327,0.0,0.4673123359680176,0.0,0.0,0.9018691778182983,0.6845371872186661,6.611177284969017
13,7.0,0.7974537014961243,0.9193446040153503,0.2943548262119293,0.5880557894706726,0.17590361833572388,0.9012345671653748,0.7923497557640076,0.48923543095588684,0.9227272868156433,0.853582501411438,0.10526315867900848,0.5324415564537048,0.07692307978868484,0.1666666716337204,0.9439252614974976,0.6469647213816643,27.29979026108049
