epoch,fit_seconds,train_accuracy,train_auc,train_f1,train_f1_macro,train_loss,train_precision,train_prox_loss,train_sensitivity,train_specificity,val_accuracy,val_auc,val_f1,val_f1_macro,val_loss,val_precision,val_sensitivity,val_specificity
1,52.67340472847035,0.6736275080154189,0.7388064572164598,0.5053372167161407,0.6169538351660672,0.6198720982597667,0.4960084136968037,0.5057655226305401,0.673557148194531,0.7139875464774629,0.6866028612595426,0.6622270927474829,0.11232097120732781,0.451776223105677,0.691758328861597,0.5831799805164337,0.06227845390233697,0.989839691722222
2,55.743881092306154,0.7159032670834347,0.7834354303280214,0.5368974648696374,0.6545453080886523,0.5754224613734803,0.556496174854418,0.49741965797944554,0.6810729933578452,0.7854360314327601,0.7511961742451316,0.777013618267324,0.4979126373546546,0.6493863315103157,0.6135880029158729,0.5757294385270639,0.5450938270030695,0.8355813857756162
3,53.39315037915991,0.7258924289615307,0.7955075227201047,0.5502512469014348,0.6643961441068345,0.5697699134964722,0.5593126447746518,0.4952518419630047,0.6890777996626058,0.7847433483970521,0.7703349116886632,0.8063357811795467,0.5550190248843015,0.6821024827124399,0.5903311379467756,0.576142462496267,0.6663319298810366,0.8053295928895758
4,56.6141130462786,0.733977782879968,0.8060866117548896,0.5680425259559841,0.6751169816448027,0.5582544298676788,0.5637888803401284,0.4565140796277004,0.7244339528299668,0.7790165008445709,0.7476076744675066,0.817282386373675,0.552515765126242,0.6692567902603789,0.5702866256219206,0.5524588485012214,0.7271345441706443,0.7612381757161264
5,59.7196194391451,0.7421389919959914,0.826719524272109,0.5763820049520054,0.6834683433820633,0.5330632573847756,0.5771771926444575,0.40895302551751284,0.7277181290236393,0.7907362535088839,0.7715311084637801,0.8068231387001475,0.5317591956357637,0.6770173666294682,0.5593197630299478,0.6225290547646404,0.5965034788091217,0.8688193727908522
6,52.11978651447779,0.7513139511652211,0.8362070119214762,0.5808821703125701,0.6904461627295306,0.523899756749623,0.5853610234163348,0.41521549733323154,0.7215657135908116,0.8034616526662455,0.7500000156854328,0.7910470365052018,0.5210556007173073,0.6612530084032762,0.5703975821903162,0.5837031334424704,0.6136108008369304,0.8224936814969807
7,60.693702716233105,0.7611372374805656,0.8441458588203307,0.597061175221429,0.7010326499417883,0.5167275128124125,0.5914287612170512,0.42306491575611355,0.7436212492192851,0.8045754384340473,0.7918660422546442,0.8159972172604794,0.46485277675270464,0.6552613946524534,0.5670766267640311,0.6772030137087169,0.3588686210758378,0.9519805541734376
8,54.111321569162854,0.7715684488748543,0.8510932436305317,0.6022207227501621,0.7090547834802936,0.507173931465608,0.6091586262492508,0.40709109103498575,0.7291647483698165,0.8257588008554099,0.7727272603215213,0.8269976930755177,0.5022814706253093,0.6651747876947577,0.5413755104480463,0.6266061262846991,0.4565480875484111,0.8897910826799402
9,57.08271260610875,0.7727080348495458,0.8561605680937746,0.6040799180672562,0.7094301518213086,0.5006919800475733,0.6049506621567353,0.45118841028732326,0.7309459682044159,0.8203061646454481,0.7882775061153339,0.8479820256027879,0.6000325088723425,0.7102692369639018,0.5189359786978178,0.5870776484101012,0.7652461925191743,0.7987458390767495
10,57.39722253959173,0.7877175526593225,0.86773257610448,0.6299499702710938,0.7285066148255865,0.4844082284105037,0.6228764140611287,0.4062286027872967,0.7801620011171682,0.8263098124781572,0.7966507121421503,0.8460650493938957,0.5176171378085488,0.6816895173497177,0.5447078994408464,0.6765846963348001,0.4697638887323831,0.9366992473887484
11,61.7821009194419,0.7897567780116851,0.8689342672509279,0.6338423742130768,0.7297960167309276,0.4839004757848779,0.6236195986532875,0.40248748890563046,0.7663869083847997,0.8283050633356,0.8038277466331373,0.8496728662098424,0.5266625115460757,0.6893728425343071,0.5275803949844324,0.6717285027272963,0.461572010693938,0.9327751621960453
12,59.783366534485175,0.7960191483780676,0.8778682632472021,0.638869262406394,0.7354828272064556,0.46968354339861823,0.6297981538992024,0.4113245757749661,0.7712002580016829,0.8368212817544756,0.8002392385850112,0.8429283528236681,0.57591270865721,0.7117039354509144,0.5151473674121085,0.6632801481126028,0.6429915757555711,0.8913433869774832
13,57.48582548229509,0.8004180904343253,0.8852838466342932,0.6486289493863576,0.7417024423507464,0.45927044693431784,0.6325505481829906,0.39955061978738193,0.7869893163598972,0.836915743974638,0.7930622045218089,0.838877766896663,0.5726208765255777,0.7054047469031868,0.5204906544278255,0.6540201395464856,0.6767751426574146,0.881654982218902
14,57.01519205378343,0.8077668064610208,0.8899948440951183,0.6547331699383633,0.7476908638816494,0.45641287681034937,0.6342878395552186,0.45418506195225267,0.8040674668061752,0.8359916329008584,0.8038277658834412,0.8444167848979457,0.5808584618083598,0.7124963087613503,0.51087352550593,0.6376670722684792,0.6647684205163038,0.8706125404560965
15,52.3196835131264,0.8192562626641545,0.895778649188539,0.6747883954803691,0.761705805865422,0.442453376707666,0.6512513779714679,0.4212099740760369,0.8132609487062379,0.8469720127128301,0.8050239348525636,0.8287356243464366,0.5710202970288016,0.7104992143560255,0.5300792083500675,0.6663579427097973,0.6270112056267318,0.9024127546394841
16,59.92642774628669,0.8126001464268057,0.8936692672572095,0.6595387278941953,0.7521915241278482,0.44744376202206954,0.6468317483322424,0.4240428029497614,0.7834047432550514,0.8499448856498291,0.8098086235625892,0.8414347358582693,0.5899607775884382,0.7176215133883737,0.5127761864401935,0.6219938907897073,0.649244785665325,0.8602441659099177
17,54.03899688167985,0.8195987847447842,0.9025243551472713,0.672833002573224,0.7607583449959415,0.4324390290050839,0.6538646335080724,0.43419001749914243,0.7921374658651213,0.8531493528138356,0.8062200931270728,0.839561430175909,0.5637336894513317,0.7037544177764911,0.5265799158266143,0.6214839170495289,0.5676279171374425,0.8794515579225914
18,52.971084252191396,0.8282520491185886,0.9059807812143634,0.6835779233451298,0.7693217574808483,0.42335321377700924,0.6610161988582591,0.41834317289267875,0.8042667975866746,0.8563428119086305,0.8074162638073332,0.8490561671804583,0.509430408620378,0.6801810864911696,0.5328111051087174,0.6330153300431356,0.444104762756796,0.91002006550725
