epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,train_prox_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.6031249761581421,0.5231770277023315,0.24852071702480316,0.48944082856178284,0.23595505952835083,0.26249998807907104,0.7166666388511658,0.7100937843322754,0.11547344475984574,0.2380952388048172,0.71875,0.38461539149284363,0.19230769574642181,0.2380952388048172,1.0,0.0,0.6915659308433533,9.721534413984045
2,1.0,0.4937500059604645,0.6737951040267944,0.42553192377090454,0.48650896549224854,0.2985074520111084,0.7407407164573669,0.41004183888435364,0.6616354823112488,0.25038894414901736,0.6904761791229248,0.4781250059604645,0.13333334028720856,0.4724637567996979,0.20000000298023224,0.10000000149011612,0.875,0.7012928128242493,12.566029916051775
3,2.0,0.706250011920929,0.7305043339729309,0.48351648449897766,0.6391381621360779,0.42307692766189575,0.5641025900840759,0.7520661354064941,0.6133669734001159,0.11039448529481888,0.8095238208770752,0.578125,0.4285714328289032,0.6571428775787354,0.75,0.30000001192092896,0.96875,0.6692860722541809,4.763868827838451
4,2.0,0.8343750238418579,0.8811405897140503,0.662420392036438,0.7763447761535645,0.6842105388641357,0.6419752836227417,0.8995816111564636,0.4513880550861359,0.2841588526964188,0.3333333432674408,0.6687500476837158,0.3636363744735718,0.33181819319725037,0.23529411852359772,0.800000011920929,0.1875,0.7872592806816101,7.833170152967796
5,3.0,0.765625,0.7843308448791504,0.5614035129547119,0.7007443904876709,0.5393258333206177,0.5853658318519592,0.8277310729026794,0.5468064546585083,0.11552267223596573,0.738095223903656,0.6656249761581421,0.4761904776096344,0.6507936716079712,0.4545454680919647,0.5,0.8125,0.5820699334144592,2.9554911628365517
6,3.0,0.8500000238418579,0.8862576484680176,0.7209302186965942,0.8091830611228943,0.6595744490623474,0.7948718070983887,0.8677685856819153,0.4522066652774811,0.26074494123458863,0.8571428656578064,0.7687499523162842,0.625,0.7683823108673096,0.8333333134651184,0.5,0.96875,0.5815507769584656,10.346514655044302
7,4.0,0.831250011920929,0.8284896016120911,0.6785714030265808,0.7820823192596436,0.6477272510528564,0.7124999761581421,0.8708333373069763,0.5106604814529419,0.10795177221298217,0.8571428656578064,0.768750011920929,0.6666666865348816,0.7878788113594055,0.75,0.6000000238418579,0.9375,0.5727019309997559,10.935249099042267
8,4.0,0.8500000238418579,0.9164583683013916,0.7272727489471436,0.8119122385978699,0.6666666865348816,0.800000011920929,0.8666666746139526,0.39285759925842284,0.2664966583251953,0.8333333134651184,0.815625011920929,0.5882353186607361,0.741878867149353,0.7142857313156128,0.5,0.9375,0.6501643061637878,10.243815591093153
9,5.0,0.78125,0.8072903156280518,0.5679012537002563,0.7107288837432861,0.5542168617248535,0.5822784900665283,0.8464730381965637,0.5394514262676239,0.107844015955925,0.8571428656578064,0.8187500238418579,0.6666666865348816,0.7878788113594055,0.75,0.6000000238418579,0.9375,0.516017496585846,9.340156773105264
10,5.0,0.84375,0.9047395586967468,0.7093023061752319,0.8012323379516602,0.6630434989929199,0.762499988079071,0.8708333373069763,0.4068712890148163,0.25355505049228666,0.8333333134651184,0.8812500238418579,0.6315789222717285,0.7619433403015137,0.6666666865348816,0.6000000238418579,0.90625,0.44568875432014465,10.8372512771748
11,6.0,0.8062499761581421,0.8073958158493042,0.6219512224197388,0.7458495497703552,0.6071428656578064,0.637499988079071,0.862500011920929,0.5351969122886657,0.10227323025465011,0.8333333134651184,0.7750000357627869,0.5333333611488342,0.7159420251846313,0.800000011920929,0.4000000059604645,0.96875,0.6354933977127075,8.913986108032987
12,6.0,0.824999988079071,0.8519284129142761,0.6744186282157898,0.7773802280426025,0.6170212626457214,0.7435897588729858,0.8512396812438965,0.47384093403816224,0.23051141798496247,0.8095238208770752,0.7093750238418579,0.5,0.6911764740943909,0.6666666865348816,0.4000000059604645,0.9375,0.639140248298645,10.23027299810201
13,7.0,0.8187500238418579,0.8128002285957336,0.650602400302887,0.7641197443008423,0.6352941393852234,0.6666666865348816,0.8702929019927979,0.5176859080791474,0.10457100719213486,0.9047619104385376,0.746874988079071,0.75,0.845588207244873,1.0,0.6000000238418579,1.0,0.5292510986328125,8.839095368981361
14,7.0,0.859375,0.9188507795333862,0.7398843765258789,0.8217623233795166,0.6808510422706604,0.8101266026496887,0.8755186796188354,0.39646667838096616,0.22730671465396882,0.8809523582458496,0.84375,0.7368420958518982,0.829959511756897,0.7777777910232544,0.699999988079071,0.9375,0.46348774433135986,11.186086573870853
15,8.0,0.809374988079071,0.8227181434631348,0.6347305178642273,0.7528831958770752,0.6162790656089783,0.654321014881134,0.8619247078895569,0.49852495193481444,0.095494344830513,0.8333333134651184,0.7250000238418579,0.4615384638309479,0.681473433971405,1.0,0.30000001192092896,1.0,0.7318643927574158,12.738802860025316
16,8.0,0.856249988079071,0.916214644908905,0.726190447807312,0.8143664002418518,0.7011494040489197,0.7530864477157593,0.8912134170532227,0.3932576715946198,0.2105098009109497,0.8809523582458496,0.706250011920929,0.6666666865348816,0.7971014976501465,1.0,0.5,1.0,0.6670536994934082,7.9254975819494575
17,9.0,0.8343750238418579,0.8623648881912231,0.6580645442008972,0.7743930816650391,0.6623376607894897,0.6538461446762085,0.8925619721412659,0.4888968050479889,0.10830551087856292,0.8809523582458496,0.715624988079071,0.7058823704719543,0.8156277537345886,0.8571428656578064,0.6000000238418579,0.96875,0.5776056051254272,11.73796135187149
18,9.0,0.846875011920929,0.9016145467758179,0.7322404384613037,0.8125097155570984,0.6504854559898376,0.8374999761581421,0.8500000238418579,0.4068486452102661,0.23205669224262238,0.8809523582458496,0.768750011920929,0.6666666865348816,0.7971014976501465,1.0,0.5,1.0,0.6348845958709717,9.16881861211732
19,10.0,0.824999988079071,0.845818817615509,0.6626505851745605,0.7722535729408264,0.6547619104385376,0.6707317233085632,0.8781512379646301,0.48818436861038206,0.09952974170446396,0.8333333134651184,0.859375,0.4615384638309479,0.681473433971405,1.0,0.30000001192092896,1.0,0.6407464146614075,9.627982085105032
20,10.0,0.8531249761581421,0.9115104079246521,0.7251461744308472,0.8124665021896362,0.6813187003135681,0.7749999761581421,0.8791666626930237,0.38373197317123414,0.22267581522464752,0.8809523582458496,0.8656250238418579,0.6666666865348816,0.7971014976501465,1.0,0.5,1.0,0.5776124596595764,12.78507928410545
21,11.0,0.824999988079071,0.8651727437973022,0.6705882549285889,0.7757196426391602,0.6195651888847351,0.7307692170143127,0.85537189245224,0.4695447623729706,0.10095299631357194,0.8809523582458496,0.684374988079071,0.6666666865348816,0.7971014976501465,1.0,0.5,1.0,0.7004073858261108,10.228385322960094
22,11.0,0.90625,0.9048504829406738,0.807692289352417,0.8728544116020203,0.8399999737739563,0.7777777910232544,0.9497907757759094,0.3840529084205627,0.22763603627681733,0.8571428656578064,0.8250000476837158,0.625,0.7683823108673096,0.8333333134651184,0.5,0.96875,0.5785103440284729,11.440393680008128
