round,num_examples,loss,accuracy,auc,sensitivity,specificity,f1,f1_macro,precision
1,100,0.6991598606109619,0.6700000166893005,0.579828143119812,0.03030303120613098,0.9850746393203735,0.05714285746216774,0.4285714328289032,0.5
2,100,0.5851052403450012,0.7699999809265137,0.7829036712646484,0.5454545617103577,0.8805969953536987,0.6101694703102112,0.7235244512557983,0.692307710647583
3,100,0.5559275448322296,0.7799999713897705,0.8421528935432434,0.4848484992980957,0.9253731369972229,0.5925925970077515,0.7209538221359253,0.761904776096344
4,100,0.5706428289413452,0.7300000190734863,0.7942107915878296,0.6363636255264282,0.7761194109916687,0.6086956262588501,0.7012944221496582,0.5833333134651184
5,100,0.5596714913845062,0.7400000095367432,0.8159204721450806,0.4848484992980957,0.8656716346740723,0.5517241358757019,0.6843127608299255,0.6399999856948853
6,100,0.5533849000930786,0.7200000286102295,0.8064224720001221,0.7878788113594055,0.6865671873092651,0.6499999761581421,0.7083333134651184,0.5531914830207825
7,100,0.6080128848552704,0.7799999713897705,0.833559513092041,0.39393940567970276,0.9701492786407471,0.5416666865348816,0.6984649300575256,0.8666666746139526
8,100,0.5053825676441193,0.7799999713897705,0.8426051139831543,0.7272727489471436,0.8059701323509216,0.6857143044471741,0.7582417726516724,0.6486486196517944
9,100,0.5088793039321899,0.7599999904632568,0.8367254734039307,0.6969696879386902,0.7910447716712952,0.6571428775787354,0.7362637519836426,0.6216216087341309
10,100,0.5385145843029022,0.7599999904632568,0.8254183530807495,0.4545454680919647,0.9104477763175964,0.5555555820465088,0.6955859661102295,0.7142857313156128
11,100,0.5282950401306152,0.800000011920929,0.8439620137214661,0.5454545617103577,0.9253731369972229,0.6428571343421936,0.7519841194152832,0.782608687877655
12,100,0.5108011364936829,0.7400000095367432,0.8398914337158203,0.6363636255264282,0.7910447716712952,0.6176470518112183,0.7103387117385864,0.6000000238418579
13,100,0.5690968930721283,0.7300000190734863,0.8077793121337891,0.7878788113594055,0.7014925479888916,0.6582278609275818,0.7175437211990356,0.5652173757553101
14,100,0.5890843868255615,0.7200000286102295,0.8023519515991211,0.6363636255264282,0.7611940503120422,0.6000000238418579,0.692307710647583,0.5675675868988037
15,100,0.5826040804386139,0.7400000095367432,0.7919493913650513,0.5757575631141663,0.8208954930305481,0.59375,0.701286792755127,0.6129032373428345
16,100,0.5422972142696381,0.6899999976158142,0.81184983253479,0.7272727489471436,0.6716417670249939,0.607594907283783,0.6756982803344727,0.52173912525177
17,100,0.5927371382713318,0.7400000095367432,0.7951153516769409,0.6363636255264282,0.7910447716712952,0.6176470518112183,0.7103387117385864,0.6000000238418579
18,100,0.6069837808609009,0.7799999713897705,0.8082315921783447,0.5454545617103577,0.89552241563797,0.6206896305084229,0.7328799962997437,0.7200000286102295
19,100,0.6635361015796661,0.7200000286102295,0.7657168507575989,0.5454545617103577,0.8059701323509216,0.5625,0.6783088445663452,0.5806451439857483
20,100,0.6399491429328918,0.699999988079071,0.77702397108078,0.6666666865348816,0.7164179086685181,0.5945945978164673,0.678249716758728,0.5365853905677795
21,100,0.5676249563694,0.7400000095367432,0.802804172039032,0.7272727489471436,0.746268630027771,0.6486486196517944,0.7211496829986572,0.5853658318519592
22,100,0.6269218325614929,0.800000011920929,0.8009950518608093,0.5151515007019043,0.9402984976768494,0.6296296119689941,0.7463216781616211,0.8095238208770752
23,100,0.6349266469478607,0.7300000190734863,0.7901402115821838,0.6666666865348816,0.7611940503120422,0.6197183132171631,0.7052080035209656,0.5789473652839661
24,100,0.6799533367156982,0.699999988079071,0.7634555101394653,0.6060606241226196,0.746268630027771,0.5714285969734192,0.6703296899795532,0.5405405163764954
25,100,0.7346435487270355,0.7200000286102295,0.7630031704902649,0.5757575631141663,0.7910447716712952,0.5757575631141663,0.6834011673927307,0.5757575631141663
26,100,0.9201318323612213,0.6100000143051147,0.7734057307243347,0.8181818127632141,0.5074626803398132,0.5806451439857483,0.6080795526504517,0.44999998807907104
27,100,0.6561383008956909,0.7200000286102295,0.8009949922561646,0.6969696879386902,0.7313432693481445,0.6216216087341309,0.6996996998786926,0.5609756112098694
28,100,0.7567035257816315,0.6000000238418579,0.7634555101394653,0.7272727489471436,0.5373134613037109,0.5454545617103577,0.5941558480262756,0.4363636374473572
29,100,0.5708554983139038,0.7699999809265137,0.8371777534484863,0.6060606241226196,0.8507462739944458,0.6349206566810608,0.7335187196731567,0.6666666865348816
30,100,0.6790745854377747,0.7099999785423279,0.7788330912590027,0.6666666865348816,0.7313432693481445,0.6027397513389587,0.6871966123580933,0.550000011920929
