epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.6106770634651184,0.6013946533203125,0.46891650557518005,0.5808097720146179,0.4299674332141876,0.515625,0.658203125,0.6833193550507227,0.7200000286102295,0.7286295890808105,0.5625,0.6783088445663452,0.5806451439857483,0.5454545617103577,0.8059701323509216,0.6540953516960144,13.852191975805908
2,1.0,0.71484375,0.7650934457778931,0.6025408506393433,0.6901029348373413,0.5665528774261475,0.643410861492157,0.7509803771972656,0.5755232324202856,0.4300000071525574,0.6598824262619019,0.5289255976676941,0.4037033021450043,0.3636363744735718,0.9696969985961914,0.16417910158634186,0.7504318654537201,18.888713127933443
3,2.0,0.7408854365348816,0.7671661376953125,0.622390866279602,0.7125829458236694,0.6051660776138306,0.640625,0.791015625,0.5851100906729698,0.6899999976158142,0.7978290319442749,0.6265060305595398,0.6807743906974792,0.5199999809265137,0.7878788113594055,0.641791045665741,0.5884862244129181,20.76718944311142
4,2.0,0.7526041865348816,0.8200759887695312,0.6520146727561951,0.7300477027893066,0.6137930750846863,0.6953125,0.78125,0.5268329307436943,0.6600000262260437,0.7829036712646484,0.5853658318519592,0.6486151218414307,0.4897959232330322,0.7272727489471436,0.6268656849861145,0.5785843431949615,10.113612119108438
5,3.0,0.74609375,0.7981213331222534,0.6511628031730652,0.7257860898971558,0.6107382774353027,0.6973180174827576,0.7712031602859497,0.5547784095009168,0.8399999737739563,0.8665761947631836,0.7241379022598267,0.805730938911438,0.8399999737739563,0.6363636255264282,0.9402984976768494,0.5062295645475388,23.047931457171217
6,3.0,0.7916666865348816,0.8628243803977966,0.7080292105674744,0.7730429172515869,0.6712802648544312,0.7490347623825073,0.8133594989776611,0.4736771608392398,0.8100000023841858,0.8511985540390015,0.6779661178588867,0.7716071605682373,0.7692307829856873,0.6060606241226196,0.9104477763175964,0.5058380216360092,8.816687952028587
7,4.0,0.75390625,0.8236386775970459,0.6557376980781555,0.7321242094039917,0.6081081032752991,0.7114624381065369,0.7747572660446167,0.5203469718496004,0.7699999809265137,0.8946177959442139,0.5306122303009033,0.6891471743583679,0.8125,0.39393940567970276,0.9552238583564758,0.6350570023059845,20.28103120601736
8,4.0,0.8072916865348816,0.8629414439201355,0.7259259223937988,0.788665771484375,0.6805555820465088,0.7777777910232544,0.8217054009437561,0.47574499497811,0.8199999928474426,0.8254183530807495,0.6896551847457886,0.7814472913742065,0.800000011920929,0.6060606241226196,0.9253731369972229,0.5391411036252975,6.768856884911656
9,5.0,0.7916666865348816,0.8358418941497803,0.7047970294952393,0.77191561460495,0.6773049831390381,0.7346153855323792,0.8208661675453186,0.5062456155816714,0.7799999713897705,0.837630033493042,0.6666666865348816,0.7512438297271729,0.6666666865348816,0.6666666865348816,0.8358209133148193,0.50737564265728,13.544367338065058
10,5.0,0.8151041865348816,0.8838593363761902,0.7370370626449585,0.7972334027290344,0.6909722089767456,0.7896825671195984,0.8275193572044373,0.4406600420673688,0.7200000286102295,0.7933061718940735,0.5882353186607361,0.6880570650100708,0.5714285969734192,0.6060606241226196,0.7761194109916687,0.5762116014957428,8.61960093001835
