epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.606249988079071,0.5181770920753479,0.25882354378700256,0.49536919593811035,0.24444444477558136,0.2750000059604645,0.7166666388511658,0.7112270355224609,0.2857142984867096,0.6624999642372131,0.375,0.2708333432674408,0.2368421107530594,0.8999999761581421,0.09375,0.6901192665100098,13.644764349097386
2,1.0,0.574999988079071,0.7265871167182922,0.48091602325439453,0.5605638027191162,0.3480663001537323,0.7777777910232544,0.5062761306762695,0.6414670825004578,0.761904776096344,0.625,0.4444444477558136,0.6464646458625793,0.5,0.4000000059604645,0.875,0.6866805553436279,10.527181942015886
3,2.0,0.75,0.7845412492752075,0.5454545617103577,0.6865203976631165,0.4897959232330322,0.6153846383094788,0.7933884263038635,0.5656696319580078,0.8571428656578064,0.715624988079071,0.5714285969734192,0.7428571581840515,1.0,0.4000000059604645,1.0,0.6338005065917969,10.067347154952586
4,2.0,0.856249988079071,0.8903869390487671,0.726190447807312,0.8143664002418518,0.7011494040489197,0.7530864477157593,0.8912134170532227,0.4213458478450775,0.8333333134651184,0.71875,0.5882353186607361,0.741878867149353,0.7142857313156128,0.5,0.9375,0.6116177439689636,9.81110650789924
5,3.0,0.7875000238418579,0.8178417682647705,0.6000000238418579,0.7276595830917358,0.5795454382896423,0.6219512224197388,0.8445377945899963,0.5195116102695465,0.8809523582458496,0.6843750476837158,0.7058823704719543,0.8156277537345886,0.8571428656578064,0.6000000238418579,0.96875,0.54743492603302,10.786062374943867
6,3.0,0.8656250238418579,0.9210107922554016,0.739393949508667,0.8244338035583496,0.7011494040489197,0.7820512652397156,0.8925619721412659,0.3839967429637909,0.8333333134651184,0.65625,0.5882353186607361,0.741878867149353,0.7142857313156128,0.5,0.9375,0.752544641494751,10.260656737023965
7,4.0,0.809374988079071,0.8415625095367432,0.6347305178642273,0.7528831958770752,0.6091954112052917,0.6625000238418579,0.8583333492279053,0.5007280468940735,0.8571428656578064,0.715624988079071,0.625,0.7683823108673096,0.8333333134651184,0.5,0.96875,0.6583157181739807,5.614463758887723
8,4.0,0.856249988079071,0.92515629529953,0.7356321811676025,0.8184598684310913,0.6808510422706604,0.800000011920929,0.875,0.36631898283958436,0.8571428656578064,0.7531249523162842,0.5714285969734192,0.7428571581840515,1.0,0.4000000059604645,1.0,0.8520346879959106,11.092552718007937
9,5.0,0.828125,0.8395923972129822,0.6583850979804993,0.7717812657356262,0.6463414430618286,0.6708860993385315,0.8796680569648743,0.49767872095108034,0.8571428656578064,0.8500000238418579,0.625,0.7683823108673096,0.8333333134651184,0.5,0.96875,0.5866492390632629,1.1302064340561628
10,5.0,0.887499988079071,0.9415624737739563,0.7882353067398071,0.855819821357727,0.7444444298744202,0.8374999761581421,0.9041666388511658,0.342877995967865,0.8571428656578064,0.8093750476837158,0.5714285969734192,0.7428571581840515,1.0,0.4000000059604645,1.0,0.7474767565727234,6.692912370199338
