epoch,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
0,0.6663160920143127,0.739753007888794,0.5937442779541016,0.6553170084953308,0.5081402659416199,0.7140343189239502,0.6415696740150452,0.7934039045984929,0.6543062329292297,0.7610464096069336,0.6002766489982605,0.647872805595398,0.49095022678375244,0.77224200963974,0.5945945978164673,0.7845162791865212,7.37
1,0.6834434866905212,0.7707736492156982,0.6120420098304749,0.6723450422286987,0.5259493589401245,0.731836199760437,0.6583808660507202,0.7510854882689623,0.7595694065093994,0.7986278533935547,0.5855669975280762,0.7081162929534912,0.6960784196853638,0.5053380727767944,0.8882882595062256,0.8632828013173172,6.67
2,0.700120210647583,0.7819018363952637,0.6263571977615356,0.6879590153694153,0.5447736978530884,0.7366798520088196,0.6811858415603638,0.735957591006389,0.6842105388641357,0.8091436624526978,0.6413043737411499,0.6796265840530396,0.5186813473701477,0.8398576378822327,0.6054053902626038,0.7683505107249532,5.58
3,0.6971153616905212,0.7913469672203064,0.6280443072319031,0.6862978935241699,0.5406607389450073,0.7491196990013123,0.6701642274856567,0.7190629455905694,0.7464115023612976,0.8032188415527344,0.6369863152503967,0.7210667133331299,0.6138613820075989,0.6619216799736023,0.7891891598701477,0.7657803616353444,6.64
4,0.7085336446762085,0.8009376525878906,0.6387336850166321,0.6972313523292542,0.5535829663276672,0.7548415660858154,0.6845346689224243,0.7067683665798261,0.6889952421188354,0.7946779727935791,0.6231883764266968,0.6792112588882446,0.5256723761558533,0.7651245594024658,0.6504504680633545,0.759098985365459,5.69
5,0.7071815133094788,0.8034776449203491,0.6392744779586792,0.6964231729507446,0.5515809655189514,0.7601232528686523,0.67974454164505,0.7000319728484521,0.7547847032546997,0.8223012685775757,0.6577629446983337,0.733354926109314,0.6194968819618225,0.7010676264762878,0.7819820046424866,0.7398420375372682,6.71
6,0.7231069803237915,0.8117704391479492,0.6510130763053894,0.710763692855835,0.5716661214828491,0.7559366822242737,0.7060703039169312,0.6910957355911915,0.7523923516273499,0.8172036409378052,0.5678496956825256,0.69716876745224,0.6868686676025391,0.4839857518672943,0.8882882595062256,0.8304420209356717,5.7
7,0.7199519276618958,0.8113940954208374,0.6473703980445862,0.7075625658035278,0.5676841139793396,0.7530809640884399,0.7027828693389893,0.6911027889985305,0.7511961460113525,0.8244686126708984,0.6567656993865967,0.7308218479156494,0.6123076677322388,0.708185076713562,0.7729730010032654,0.723691643348762,5.64
8,0.71875,0.8149507641792297,0.6523030996322632,0.7080889940261841,0.5644487142562866,0.7725473046302795,0.6908510327339172,0.6832695614833099,0.7320573925971985,0.824013352394104,0.654321014881134,0.7177854776382446,0.5776566863059998,0.754448413848877,0.7207207083702087,0.7249579365764346,5.66
9,0.723707914352417,0.8256921768188477,0.6572227478027344,0.7129073143005371,0.570181131362915,0.7756268978118896,0.6967830061912537,0.6681169116726289,0.6925837397575378,0.8155173063278198,0.6364921927452087,0.6850854754447937,0.5281690359115601,0.8007117509841919,0.637837827205658,0.7110027543136052,5.73
10,0.732421875,0.8267136812210083,0.6644055247306824,0.7209597826004028,0.5808896422386169,0.7759683132171631,0.709854006767273,0.665485720221813,0.7535884976387024,0.8332147598266602,0.6740506291389465,0.7379868626594543,0.6068376302719116,0.7580071091651917,0.7513513565063477,0.7157897507505757,6.28
