round,num_examples,loss,accuracy,auc,sensitivity,specificity,f1,f1_macro,precision
1,42,0.8002468347549438,0.761904776096344,0.390625,0.0,1.0,0.0,0.4324324429035187,0.0
2,42,1.3312772512435913,0.761904776096344,0.5281250476837158,0.0,1.0,0.0,0.4324324429035187,0.0
3,42,1.7975175380706787,0.761904776096344,0.5843750238418579,0.0,1.0,0.0,0.4324324429035187,0.0
4,42,2.081005096435547,0.761904776096344,0.559374988079071,0.0,1.0,0.0,0.4324324429035187,0.0
5,42,2.8115735054016113,0.761904776096344,0.53125,0.0,1.0,0.0,0.4324324429035187,0.0
6,42,4.832014560699463,0.761904776096344,0.4375,0.0,1.0,0.0,0.4324324429035187,0.0
7,42,5.276137351989746,0.761904776096344,0.5406249761581421,0.0,1.0,0.0,0.4324324429035187,0.0
8,42,2.8062350749969482,0.761904776096344,0.609375,0.0,1.0,0.0,0.4324324429035187,0.0
9,42,0.8737546801567078,0.4761904776096344,0.4937499761581421,0.6000000238418579,0.4375,0.3529411852359772,0.4564706087112427,0.25
10,42,0.9474043846130371,0.3095238208770752,0.5437500476837158,0.699999988079071,0.1875,0.3255814015865326,0.3091321587562561,0.21212121844291687
11,42,1.652606725692749,0.761904776096344,0.609375,0.0,1.0,0.0,0.4324324429035187,0.0
12,42,3.8647453784942627,0.761904776096344,0.44687503576278687,0.0,1.0,0.0,0.4324324429035187,0.0
13,42,5.384085178375244,0.761904776096344,0.453125,0.0,1.0,0.0,0.4324324429035187,0.0
14,42,9.772773742675781,0.761904776096344,0.5218750238418579,0.0,1.0,0.0,0.4324324429035187,0.0
15,42,17.42824363708496,0.761904776096344,0.515625,0.0,1.0,0.0,0.4324324429035187,0.0
16,42,24.771957397460938,0.761904776096344,0.5374999642372131,0.0,1.0,0.0,0.4324324429035187,0.0
17,42,34.567073822021484,0.761904776096344,0.5625,0.0,1.0,0.0,0.4324324429035187,0.0
18,42,50.09267044067383,0.761904776096344,0.5296875238418579,0.0,1.0,0.0,0.4324324429035187,0.0
19,42,107.79592895507812,0.761904776096344,0.5,0.0,1.0,0.0,0.4324324429035187,0.0
20,42,113.0860824584961,0.761904776096344,0.5,0.0,1.0,0.0,0.4324324429035187,0.0
