epoch,fit_seconds,train_accuracy,train_auc,train_f1,train_f1_macro,train_loss,train_precision,train_prox_loss,train_sensitivity,train_specificity,val_accuracy,val_auc,val_f1,val_f1_macro,val_loss,val_precision,val_sensitivity,val_specificity
1,63.6615995109598,0.6992736471376575,0.7777931981850843,0.530162828416414,0.6425898584303086,0.5857796763096685,0.5310901858838418,0.3691935359606683,0.693457567044917,0.7488209059473957,0.724880374219429,0.7277823653802917,0.4561255793822439,0.6190197804327787,0.6660198535253271,0.4975951433752142,0.5123348280288386,0.8118996183838
2,46.559195761630484,0.7389978815583235,0.8219733602763688,0.5722382920218307,0.6801090367443289,0.5389149157744842,0.5738327957454105,0.3399827631944207,0.7291827251163849,0.788194217383102,0.7918660115967527,0.8174556326923188,0.5514617322021694,0.6894007757234801,0.569909300022362,0.5910110858282404,0.5760043649867391,0.8436317731889241
3,58.03150478431244,0.7578788779250436,0.8438528940302735,0.5900889408854669,0.6970025440006488,0.5185466044017807,0.590532956559732,0.34004356658780216,0.7316134440150152,0.8048926708741517,0.808612430637533,0.8360900194450999,0.5291173682686244,0.68858925912654,0.5294274658891573,0.594784746525818,0.4977400161183337,0.8971878303009928
4,62.70560902270604,0.7707688129300246,0.8561955917330093,0.6132178477861413,0.712371578800537,0.5067572245339979,0.5973547735934028,0.3145411657674934,0.7757086301114388,0.8014108843843434,0.7643540682689995,0.8139453404828122,0.5591190057365518,0.6786492630910645,0.5482563587823553,0.5598361427276328,0.7243846777701777,0.7582251232776915
5,57.41881853840578,0.788231857899443,0.8737382189728227,0.6292334316088116,0.7276495179213642,0.47929997318416606,0.6129791188268643,0.2990006652667695,0.7752179493165735,0.8207710729583846,0.8086124391932237,0.837959466083198,0.5483632866988342,0.6990371988150492,0.5204635400806318,0.6456260456208978,0.5475861550126064,0.8993080770284936
6,66.36179660012863,0.7974252317230878,0.8825352820583842,0.6425096630656975,0.737666750808399,0.4653749433056034,0.6239235328780963,0.3014199478698892,0.7882070517078937,0.8311117499186671,0.8193779948510622,0.8235679434246994,0.5264025372965484,0.6943490885946739,0.5484103162162469,0.6895698613741181,0.45863757059691057,0.9503176266496832
7,65.31517322545947,0.8176942036849165,0.8979314003117955,0.6703799641252082,0.7596043719557017,0.4410008017230426,0.6501047266349855,0.2943622657264428,0.8060222651053898,0.8499478114953982,0.8265550222123068,0.8513029487224287,0.4900665732376884,0.6794999092104332,0.553625635259103,0.7011302685338344,0.3867963010792812,0.979009244002794
8,59.247321075642944,0.8225961770812641,0.8998348980253023,0.6706313593797536,0.7620470007040246,0.4357727969488134,0.6585148386271921,0.2916746499621382,0.780953998455596,0.8615470619113026,0.8157894801009785,0.8402824793991289,0.5671291856817081,0.7089112814533653,0.5086064260702526,0.6281762941958802,0.5939381295307116,0.8745385943132155
9,57.447965722524906,0.833497482115603,0.9064271384996733,0.6908767656253528,0.7757728463115586,0.4260781501148771,0.6717670208831328,0.29687143740249006,0.8049420489219153,0.866771409722787,0.8217703431987307,0.8451151097790476,0.5707703978536232,0.7151360199497077,0.5054424477197479,0.653024750070994,0.5685365572571754,0.9046660677382821
10,60.29250765119637,0.8416883781867269,0.9134900895056384,0.6972983862359812,0.7831477288577247,0.41219995626890754,0.6796163823754332,0.2936801989973768,0.8147882930057693,0.8735260811546828,0.8349282449227201,0.8388415088779048,0.5729227784005079,0.7225930736395731,0.5326010285471188,0.6991832891577169,0.5355310146496342,0.945074209756258
11,54.998308010715554,0.8525167945764033,0.9246790170526598,0.7225952913353351,0.7994296769655513,0.39436315784384113,0.698376724850808,0.3084923474376201,0.8406446071118541,0.8807150717618637,0.8325358962898619,0.8407562931188556,0.5717534584006624,0.7209787197660601,0.5250941328704357,0.6977709001331238,0.5390735926133309,0.9420591729679747
12,62.01347277076937,0.855914212429368,0.9298451613350583,0.7303405009168786,0.8040981463917083,0.37943441568926545,0.7016541251909642,0.3111618164649972,0.8382494596505055,0.8817234677257718,0.8205741785074535,0.8375439167593084,0.5988364755109167,0.7273781988324161,0.5091901907839915,0.6283285737429795,0.6430601977417914,0.8604502887531901
13,57.38849442349601,0.860198524889605,0.9351035839541708,0.7304947025646175,0.8063861748711528,0.3722989267379095,0.6990992463683996,0.32367122426795847,0.8435486793303629,0.8820972056282351,0.8181818206059305,0.832657032606134,0.5704991379708194,0.7123936658555811,0.5440343087583638,0.6517717136364234,0.5720791280911299,0.8987583402526436
14,48.149011939084374,0.878195368578866,0.9461296912862914,0.7607888569093469,0.8284776113573319,0.34793734967809853,0.7335802151727597,0.3152304144721663,0.8491167244909764,0.902404836210206,0.8181818334394665,0.835808181163797,0.6135745981093229,0.73114685350628,0.5165017118329922,0.616681754802973,0.7233938479252409,0.8486362999420988
15,60.26553855732904,0.8792315829177254,0.9468422703542124,0.765658458818508,0.831229266609643,0.3427691752977745,0.7321928556471853,0.323149567364802,0.8676199465476311,0.8981689500712219,0.8516746270314358,0.829475551130669,0.5856060443098465,0.7337754441505414,0.5560796064676709,0.6850502830373043,0.5356333868569164,0.9406194157862777
16,51.82214797229038,0.8796772326849118,0.9513706031937128,0.752250013984388,0.8258587435488758,0.33756308380106914,0.7215783757313565,0.3597771950434281,0.8570829846211735,0.9005744533102081,0.8456937686393136,0.8131923505849246,0.6037291487295662,0.7393967542066529,0.5890687124260019,0.6695006791341818,0.5894329866225069,0.9152904154296126
17,56.93036839590033,0.8937011159729732,0.9564670842549126,0.7952674173322365,0.8520852620857907,0.3201879208943318,0.7657979901557811,0.35099353006816286,0.867860385153251,0.9160541436283007,0.816985648071937,0.8042537321884666,0.5372404460772944,0.6945949431384009,0.6123604376145313,0.5670328747534581,0.5281116137521689,0.8838128256455563
