round,num_examples,loss,accuracy,auc,sensitivity,specificity,f1,f1_macro,precision
1,220,0.7161076217889786,0.8454545736312866,0.7359813451766968,0.6666666865348816,0.8504672646522522,0.190476194024086,0.5525245070457458,0.1111111119389534
2,220,0.6552237719297409,0.8454545736312866,0.7827103137969971,0.3333333432674408,0.8598130941390991,0.10526315867900848,0.5103430151939392,0.0625
3,220,0.6238276585936546,0.9136363863945007,0.8395638465881348,0.0,0.9392523169517517,0.0,0.4774346649646759,0.0
4,220,0.6559009104967117,0.9045454263687134,0.8068535923957825,0.1666666716337204,0.9252336621284485,0.08695652335882187,0.5182983875274658,0.05882352963089943
5,220,0.6306071951985359,0.8636363744735718,0.7842679023742676,0.5,0.8738317489624023,0.1666666716337204,0.5462046265602112,0.10000000149011612
6,220,0.6632403954863548,0.8954545259475708,0.7889407873153687,0.1666666716337204,0.9158878326416016,0.07999999821186066,0.5122891664505005,0.05263157933950424
7,220,0.757993221282959,0.9454545378684998,0.7866043448448181,0.0,0.9719626307487488,0.0,0.4859813153743744,0.0
8,220,0.727814257144928,0.9136363863945007,0.708722710609436,0.1666666716337204,0.9345794320106506,0.095238097012043,0.5249460339546204,0.06666667014360428
9,220,0.7378116324543953,0.8818181753158569,0.7274143695831299,0.1666666716337204,0.9018691778182983,0.0714285746216774,0.5041608810424805,0.04545454680919647
10,220,0.7371233999729156,0.9045454263687134,0.7803738117218018,0.3333333432674408,0.9205607771873474,0.1599999964237213,0.5546987652778625,0.10526315867900848
11,220,0.7240220978856087,0.8818181753158569,0.7281931638717651,0.1666666716337204,0.9018691778182983,0.0714285746216774,0.5041608810424805,0.04545454680919647
12,220,0.6841738149523735,0.8772727251052856,0.7975077629089355,0.1666666716337204,0.8971962332725525,0.06896551698446274,0.5016360282897949,0.043478261679410934
13,220,0.7194994911551476,0.8636363744735718,0.7749221324920654,0.3333333432674408,0.8785046935081482,0.11764705926179886,0.5218777060508728,0.0714285746216774
14,220,0.7826611548662186,0.8590909242630005,0.7842679023742676,0.3333333432674408,0.8738317489624023,0.11428571492433548,0.5188712477684021,0.06896551698446274
15,220,0.8533297479152679,0.8954545259475708,0.7616822719573975,0.1666666716337204,0.9158878326416016,0.07999999821186066,0.5122891664505005,0.05263157933950424
16,220,1.0146081298589706,0.9045454263687134,0.7546728849411011,0.0,0.9299065470695496,0.0,0.47494032979011536,0.0
17,220,1.0158580243587494,0.8636363744735718,0.6876947283744812,0.0,0.8878504633903503,0.0,0.46341463923454285,0.0
18,220,1.0088274031877518,0.9136363863945007,0.633177638053894,0.1666666716337204,0.9345794320106506,0.095238097012043,0.5249460339546204,0.06666667014360428
19,220,1.1292049884796143,0.9318181872367859,0.6121495962142944,0.1666666716337204,0.9532710313796997,0.11764705926179886,0.5410930514335632,0.09090909361839294
20,220,0.9913402944803238,0.9136363863945007,0.6409657597541809,0.1666666716337204,0.9345794320106506,0.095238097012043,0.5249460339546204,0.06666667014360428
