epoch,fit_seconds,train_accuracy,train_auc,train_f1,train_f1_macro,train_loss,train_precision,train_sensitivity,train_specificity,val_accuracy,val_auc,val_f1,val_f1_macro,val_loss,val_precision,val_sensitivity,val_specificity
1,38.74770260142613,0.7102781249171986,0.7948742758618393,0.5512338052212683,0.6549645196263927,0.5672162317137533,0.5320825840093406,0.7338935917257602,0.7375026398951674,0.6650717858777663,0.6353033820978192,0.004866829569758981,0.3938113509467914,0.7151968473809187,0.5669856459330144,0.0024439036371587423,1.0
2,39.90705997420866,0.7457645813880197,0.8344663543655425,0.5863299290380848,0.688560549509863,0.5285219381447258,0.5730592865329903,0.7583030108264711,0.7770094900827432,0.6830143507873042,0.604165466208207,0.07999470603594369,0.43534423182740734,1.0500459512027256,0.6267942583732058,0.04272722269288091,0.9982146697751643
3,40.363234157348344,0.7761471594689829,0.8613594642841303,0.6171781851011958,0.7168026708838214,0.4974143374952331,0.6017157270925868,0.775734952857444,0.8058157701521615,0.7356459277383448,0.6068904819100668,0.26416387056049545,0.5402636642803986,1.5078470485204716,0.662679427263269,0.16813626343553717,0.9946440021957507
4,38.55008562259967,0.7941042990131261,0.8723201141992156,0.6423123594774977,0.7354908990566921,0.48395565479751096,0.6150747668509039,0.80682103659077,0.8122942240283579,0.7535885150352734,0.6341080972167293,0.3220931453425348,0.5732960504920859,2.178499740169664,0.6376262535318804,0.21819519255149877,0.9851577925054651
5,43.21111999268073,0.8085430338900587,0.8909115450544133,0.6548719159256946,0.747910277406738,0.45572392045908033,0.628630496209716,0.7999635996659145,0.8297011554017808,0.7476076509393573,0.6466949217057114,0.32296651680218547,0.570923371106814,2.1723146959069815,0.6037808224630128,0.22544472154818082,0.9709857739329908
6,35.91501941283252,0.8202909783451404,0.8992290340286916,0.6733095554858022,0.7618106628997522,0.440172008394507,0.6396025009927963,0.8300250351044786,0.8373549642850212,0.702153112757149,0.603032810265938,0.1594730200664849,0.47966463229302586,1.7106997874436196,0.6666666642900859,0.09490133438740621,0.9964293395503286
7,45.29054691886278,0.8325001932284121,0.9111391594877774,0.6829969453911716,0.7723085154587853,0.42358644717552907,0.6572096827791077,0.8168392559789035,0.8546099457725058,0.6662679569858113,0.4724178523823405,0.011903136941876138,0.3976186011966906,1.2794828882271594,0.6866028708133971,0.006068668135499769,1.0
8,29.136102196208572,0.8336385095196316,0.9109320486526478,0.6815827453785117,0.7723126082902119,0.4214013419473171,0.6592318216215062,0.8124874287898207,0.8561960367798322,0.6638756126307985,0.4645407556346729,0.0,0.391109915583898,0.8905089391689551,0.0,0.0,1.0
9,41.83526147121818,0.84480641452363,0.91654378978982,0.6942745616028216,0.7835726593766965,0.4051783294673982,0.6672870256950465,0.8215846741973255,0.8672306509393924,0.6638756126307985,0.5352664243376426,0.0,0.391109915583898,0.7287474863730264,0.0,0.0,1.0
10,39.034816988404906,0.8563203109720625,0.9316469202726396,0.7132607344082853,0.7974969253888857,0.3807146759098696,0.6861284172458103,0.8400866576549871,0.8774082447399247,0.6208134035459546,0.47305951206878044,0.08532927324326985,0.41776459318313874,0.7128702738282213,0.2713434400313209,0.1229504485476459,0.92071106445276
11,41.43890446309367,0.8622593132385588,0.9334690501675258,0.7177632719014756,0.8026859921291124,0.3758359885027977,0.6922476904411184,0.8410062299748979,0.8817978126679988,0.6638756126307985,0.449723810242694,0.0,0.391109915583898,1.1660203907335773,0.0,0.0,1.0
12,34.695578599532844,0.8857997205996867,0.9489129306923019,0.7604523379751597,0.8328576710624077,0.33958868178397184,0.7213262492812318,0.8767190725795155,0.8989085382722589,0.6638756126307985,0.5315290019272617,0.0,0.391109915583898,3.7944110761704057,0.0,0.0,1.0
