round,num_examples,loss,accuracy,auc,sensitivity,specificity,f1,f1_macro,precision
1,42,0.7001693844795227,0.761904776096344,0.515625,0.0,1.0,0.0,0.4324324429035187,0.0
2,42,0.6819994449615479,0.7857142686843872,0.612500011920929,0.10000000149011612,1.0,0.1818181872367859,0.529265284538269,1.0
3,42,0.6571806073188782,0.8333333134651184,0.7124999761581421,0.30000001192092896,1.0,0.4615384638309479,0.681473433971405,1.0
4,42,0.6424052119255066,0.8333333134651184,0.796875,0.30000001192092896,1.0,0.4615384638309479,0.681473433971405,1.0
5,42,0.7009705305099487,0.8095238208770752,0.6781250238418579,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
6,42,0.6978821754455566,0.8095238208770752,0.637499988079071,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
7,42,0.6611024737358093,0.8095238208770752,0.71875,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
8,42,0.611236035823822,0.8333333134651184,0.7875000238418579,0.30000001192092896,1.0,0.4615384638309479,0.681473433971405,1.0
9,42,0.5611239075660706,0.8809523582458496,0.7906249761581421,0.5,1.0,0.6666666865348816,0.7971014976501465,1.0
10,42,0.7281919121742249,0.8095238208770752,0.6875,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
11,42,0.6393775343894958,0.8571428656578064,0.721875011920929,0.4000000059604645,1.0,0.5714285969734192,0.7428571581840515,1.0
12,42,0.6851205825805664,0.8333333134651184,0.671875,0.30000001192092896,1.0,0.4615384638309479,0.681473433971405,1.0
13,42,0.7205972075462341,0.8095238208770752,0.6468750238418579,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
14,42,0.7417073845863342,0.8095238208770752,0.6343749761581421,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
15,42,0.7807762622833252,0.8095238208770752,0.625,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
16,42,0.6412740349769592,0.8571428656578064,0.721875011920929,0.4000000059604645,1.0,0.5714285969734192,0.7428571581840515,1.0
17,42,0.6695416569709778,0.8571428656578064,0.7437499761581421,0.4000000059604645,1.0,0.5714285969734192,0.7428571581840515,1.0
18,42,0.8375241160392761,0.7857142686843872,0.7562500238418579,0.10000000149011612,1.0,0.1818181872367859,0.529265284538269,1.0
19,42,0.7047513127326965,0.8095238208770752,0.721875011920929,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
20,42,0.6588618159294128,0.8095238208770752,0.7406250238418579,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
21,42,0.6898164749145508,0.7857142686843872,0.7093750238418579,0.10000000149011612,1.0,0.1818181872367859,0.529265284538269,1.0
22,42,0.6218518018722534,0.8333333134651184,0.7749999761581421,0.30000001192092896,1.0,0.4615384638309479,0.681473433971405,1.0
23,42,0.606194257736206,0.8095238208770752,0.7093750238418579,0.30000001192092896,0.96875,0.4285714328289032,0.6571428775787354,0.75
24,42,0.5810150504112244,0.8571428656578064,0.737500011920929,0.4000000059604645,1.0,0.5714285969734192,0.7428571581840515,1.0
25,42,0.6560412645339966,0.8095238208770752,0.815625011920929,0.20000000298023224,1.0,0.3333333432674408,0.6111111044883728,1.0
26,42,0.6140956282615662,0.8809523582458496,0.737500011920929,0.5,1.0,0.6666666865348816,0.7971014976501465,1.0
27,42,0.5897496938705444,0.8571428656578064,0.7562500238418579,0.4000000059604645,1.0,0.5714285969734192,0.7428571581840515,1.0
28,42,0.5807814002037048,0.8571428656578064,0.7937500476837158,0.4000000059604645,1.0,0.5714285969734192,0.7428571581840515,1.0
29,42,0.598755419254303,0.8333333134651184,0.846875011920929,0.30000001192092896,1.0,0.4615384638309479,0.681473433971405,1.0
30,42,0.6386255025863647,0.8333333134651184,0.8156250715255737,0.30000001192092896,1.0,0.4615384638309479,0.681473433971405,1.0
