epoch,round,train_accuracy,train_auc,train_f1,train_f1_macro,train_precision,train_sensitivity,train_specificity,train_loss,train_prox_loss,val_accuracy,val_auc,val_f1,val_f1_macro,val_precision,val_sensitivity,val_specificity,val_loss,duration_seconds
1,1.0,0.606249988079071,0.5182812213897705,0.25882354378700256,0.49536919593811035,0.24444444477558136,0.2750000059604645,0.7166666388511658,0.7114572167396546,0.06525175645947456,0.2380952388048172,0.6781250238418579,0.38461539149284363,0.19230769574642181,0.2380952388048172,1.0,0.0,0.6884262561798096,13.104397499002516
2,1.0,0.596875011920929,0.7343354225158691,0.49805447459220886,0.5806199312210083,0.3636363744735718,0.790123462677002,0.5313807725906372,0.642727541923523,0.16676486134529114,0.5714285969734192,0.675000011920929,0.4375,0.5456730723381042,0.3181818127632141,0.699999988079071,0.53125,0.6834726929664612,15.827261277940124
3,2.0,0.71875,0.7223988175392151,0.48275861144065857,0.6448127627372742,0.4375,0.5384615659713745,0.7768595218658447,0.6085638105869293,0.06090531125664711,0.7857142686843872,0.6343749761581421,0.1818181872367859,0.529265284538269,1.0,0.10000000149011612,1.0,0.7026329636573792,1.2147818559315056
4,2.0,0.8374999761581421,0.886616051197052,0.6904761791229248,0.7901533842086792,0.6666666865348816,0.7160493731498718,0.8786610960960388,0.44199722409248354,0.16380597054958343,0.8571428656578064,0.7250000238418579,0.625,0.7683823108673096,0.8333333134651184,0.5,0.96875,0.6186253428459167,10.462856509024277
5,3.0,0.7562500238418579,0.7818712592124939,0.5714285969734192,0.7005614638328552,0.5199999809265137,0.6341463327407837,0.7983193397521973,0.5552117347717285,0.06272615864872932,0.9047619104385376,0.703125,0.75,0.845588207244873,1.0,0.6000000238418579,1.0,0.5323668718338013,14.2055815809872
6,3.0,0.831250011920929,0.8900190591812134,0.6785714030265808,0.7820823192596436,0.6333333253860474,0.7307692170143127,0.8636363744735718,0.427243971824646,0.1625992864370346,0.8571428656578064,0.78125,0.625,0.7683823108673096,0.8333333134651184,0.5,0.96875,0.5398396849632263,13.544902802212164
7,4.0,0.800000011920929,0.7956250309944153,0.6097561120986938,0.7376511693000793,0.5952380895614624,0.625,0.8583333492279053,0.5355077505111694,0.058428122848272326,0.8809523582458496,0.78125,0.6666666865348816,0.7971014976501465,1.0,0.5,1.0,0.5700486898422241,14.273083291947842
8,4.0,0.8500000238418579,0.8988021016120911,0.7209302186965942,0.8091830611228943,0.6739130616188049,0.7749999761581421,0.875,0.41880592703819275,0.1537157639861107,0.8809523582458496,0.800000011920929,0.6666666865348816,0.7971014976501465,1.0,0.5,1.0,0.585235059261322,16.059980483958498
9,5.0,0.8218749761581421,0.8302432298660278,0.650306761264801,0.7654049396514893,0.6309523582458496,0.6708860993385315,0.8713693022727966,0.5062005162239075,0.0575627975165844,0.9047619104385376,0.8750000596046448,0.75,0.845588207244873,1.0,0.6000000238418579,1.0,0.475565642118454,14.537849638145417
10,5.0,0.8656250238418579,0.9186979532241821,0.7514451146125793,0.8296840190887451,0.698924720287323,0.8125,0.8833333253860474,0.3814541220664978,0.14658488780260087,0.8571428656578064,0.8718750476837158,0.5714285969734192,0.7428571581840515,1.0,0.4000000059604645,1.0,0.5257887244224548,13.786669079912826
11,6.0,0.8218749761581421,0.8417187929153442,0.6627218723297119,0.7708513736724854,0.6292135119438171,0.699999988079071,0.862500011920929,0.5035954594612122,0.055807977169752124,0.8809523582458496,0.765625,0.6666666865348816,0.7971014976501465,1.0,0.5,1.0,0.614974319934845,16.482637654058635
12,6.0,0.8125,0.8673447370529175,0.6551724076271057,0.7632085084915161,0.59375,0.7307692170143127,0.8388429880142212,0.46348793506622316,0.14444627612829208,0.9047619104385376,0.7718750238418579,0.75,0.845588207244873,1.0,0.6000000238418579,1.0,0.5121579170227051,17.934618333820254
